paper_id,title,authors,venue,venue_family,year,track,publication_type,pages,doi,canonical_url,task_family,input_unit,label_scheme,class_cardinality,traffic_input_evidence,learned_classifier_evidence,fixed_label_evidence,centrality_evidence,evidence_location,evidence_source_url
P40572,Throwing Darts in the Dark? Detecting Bots with Limited Data using Neural Data Augmentation.,Tianrui Hu; Gang Wang 0011; Bimal Viswanath; Qingying Hao; Jiameng Pu; Sonal Oswal; Steve T. K. Jan,IEEE S&P,Security and privacy,2020,Main research proceedings,Full research paper,1190-1206,10.1109/sp40000.2020.00079,https://doi.org/10.1109/SP40000.2020.00079,security-state classification,network request streams,bot versus human traffic,2,The classifier consumes network request streams gathered from passively observable network traffic.,The evaluation trains a supervised neural bot detector from data.,The reported evaluation assigns one of the fixed labels in this scheme: bot versus human traffic.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://gangw.cs.illinois.edu/sp20-odds.pdf
P41311,Leveraging Prefix Structure to Detect Volumetric DDoS Attack Signatures with Programmable Switches.,Chris Misa; Reza Rejaie; Walter Willinger; Arpit Gupta; Ramakrishnan Durairajan,IEEE S&P,Security and privacy,2024,Main research proceedings,Full research paper,4535-4553,10.1109/sp54263.2024.00267,https://doi.org/10.1109/SP54263.2024.00267,security-state classification,prefix-level traffic aggregates,DDoS source prefix versus benign prefix,2,The classifier consumes prefix-level traffic aggregates gathered from passively observable network traffic.,The evaluation trains a learned prefix classifier from data.,The reported evaluation assigns one of the fixed labels in this scheme: DDoS source prefix versus benign prefix.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://ix.cs.uoregon.edu/~ram/papers/SP-2024.pdf
P41557,Countmamba: A Generalized Website Fingerprinting Attack via Coarse-Grained Representation and Fine-Grained Prediction.,Xianwen Deng; Ruijie Zhao; Yanhao Wang; Mingwei Zhan; Zhi Xue; Yijun Wang,IEEE S&P,Security and privacy,2025,Main research proceedings,Full research paper,1419-1437,10.1109/sp61157.2025.00154,https://doi.org/10.1109/SP61157.2025.00154,semantic inference,One single-tab website trace for the qualifying evaluations.,Visited website plus optional unmonitored/reject.,95; 96; 100,Tor packet timestamps and signed packet/cell lengths transformed into a Windowed Traffic Counting Matrix.,CountMamba state-space neural classifier with a multiclass linear head; artifact code sets num_classes from unique training labels.,The DF/CW single-tab dataset has 95 website labels (96 open-world outputs including unmonitored); k-NN and Walkie-Talkie datasets each have 100 monitored website labels.,The main method and evaluation of “Countmamba: A Generalized Website Fingerprinting Attack via Coarse-Grained Representation and Fine-Grained Prediction.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://doi.org/10.1109/SP61157.2025.00154
P41709,Resolution Without Dissent: In-Path Per-Query Sanitization to Defeat Surreptitious Communication Over DNS.,Jun Wang (disambiguation); Daiping Liu; Ruian Duan,IEEE S&P,Security and privacy,2025,Main research proceedings,Full research paper,1808-1824,10.1109/sp61157.2025.00004,https://doi.org/10.1109/SP61157.2025.00004,security-state classification,Per-query DNS traffic feature vectors,DNS tunnel versus non-tunnel query,2,The adjudicated task consumes Per-query DNS traffic feature vectors gathered from passively observable network traffic.,The adjudicated evaluation trains a Machine-learning DNS tunnel detector from data.,The adjudicated evidence establishes the fixed label scheme: DNS tunnel versus non-tunnel query.,The detector is a separable central learned binary traffic-classification task. Sanitization and mitigation do not make the paper defense-only under the mixed-paper rule.,"Printed p. 1808, official abstract and accepted-paper documentation",https://doi.org/10.1109/SP61157.2025.00004
P41766,TrafficFormer: An Efficient Pre-trained Model for Traffic Data.,Guangmeng Zhou; Xiongwen Guo; Zhuotao Liu; Tong Li; Qi Li; Ke Xu,IEEE S&P,Security and privacy,2025,Main research proceedings,Full research paper,1844-1860,10.1109/sp61157.2025.00102,https://doi.org/10.1109/SP61157.2025.00102,security-state classification,One bidirectional network flow.,"Application, website, service type, or software/malware family, task dependent.",197; 190; 120; 6; 11; 14,"Bidirectional five-tuple flows represented from the first five packets and 64 bytes after Ethernet per packet, tokenized as hexadecimal bigrams with BPE.","TrafficFormer Transformer pretrained with masked-byte modeling and five-way same-origin/direction/flow objectives, then supervised fine-tuned.","Table 4 gives Android app 197, iOS app 190, TLS 1.3 website 120, VPN service type 6, VPN app 11, and USTC-TFC software/malware 14 labels.",The main method and evaluation of “TrafficFormer: An Efficient Pre-trained Model for Traffic Data.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.1109/SP61157.2025.00102
P42020,You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi.,Lingjing Yu; Bo Luo; Jun Ma; Zhaoyu Zhou; Qingyun Liu,USENIX Security,Security and privacy,2020,Main research proceedings,Full research paper,55-72,,https://www.usenix.org/conference/usenixsecurity20/presentation/yu,endpoint or platform identification,Device/MAC aggregate of broadcast and multicast packet fields.,"Device type, or manufacturer-type-model identity at the finer granularity.",34; 410,"Passively sniffed WiFi broadcast/multicast packets, including DHCP, SSDP, and mDNS, grouped into protocol views per device/MAC.",MvWDL multi-view wide-and-deep neural classifier with Word2Vec/LDA-derived embeddings and deep/wide fusion.,"The type task has 34 mutually exclusive device-type labels; the finest manufacturer-type-model task has 410 distinct device-model labels among 4,064 fully annotated devices.",The main method and evaluation of “You Are What You Broadcast: Identification of Mobile and IoT Devices from (Public) WiFi.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://www.usenix.org/conference/usenixsecurity20/presentation/yu
P42427,FOAP: Fine-Grained Open-World Android App Fingerprinting.,Ting Wang 0006; Hao Zhou 0043; Shuohan Wu; Xiapu Luo; Xian Zhan; Xiaobo Ma; Jianfeng Li 0006,USENIX Security,Security and privacy,2022,Main research proceedings,Full research paper,1579-1596,,https://www.usenix.org/conference/usenixsecurity22/presentation/li-jianfeng,semantic inference,passively sniffed TCP flows,target Android app versus other traffic,2,The classifier consumes passively sniffed TCP flows gathered from passively observable network traffic.,The evaluation trains a one-versus-rest app classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: target Android app versus other traffic.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2",https://www.usenix.org/system/files/sec22-li-jianfeng.pdf
P42485,Lumos: Identifying and Localizing Diverse Hidden IoT Devices in an Unfamiliar Environment.,Rahul Anand Sharma; Elahe Soltanaghai; Anthony Rowe; Vyas Sekar,USENIX Security,Security and privacy,2022,Main research proceedings,Full research paper,1095-1112,,https://www.usenix.org/conference/usenixsecurity22/presentation/sharma-rahul,endpoint or platform identification,Device/MAC aggregate.,IoT device type.,9,Passive 802.11 packet-header and timing features aggregated per MAC address at multiple resolutions.,Nine one-vs-rest XGBoost base models followed by explicit argmax over device types.,"Nine outputs: Smart Camera, Speaker, TV, Plug, Security Systems, Vacuum, Kitchen Appliances, Bulb, and Doorbell.",The main method and evaluation of “Lumos: Identifying and Localizing Diverse Hidden IoT Devices in an Unfamiliar Environment.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2, 3, 4",https://www.usenix.org/conference/usenixsecurity22/presentation/sharma-rahul
P42512,Online Website Fingerprinting: Evaluating Website Fingerprinting Attacks on Tor in the Real World.,Giovanni Cherubin; Rob Jansen; Carmela Troncoso,USENIX Security,Security and privacy,2022,Main research proceedings,Full research paper,753-770,,https://www.usenix.org/conference/usenixsecurity22/presentation/cherubin,semantic inference,One website visit trace.,100 monitored websites plus unmonitored/reject.,101,Tor circuit packet-direction and timing traces.,Triplet Fingerprinting neural feature extractor with an online class-centroid classifier.,"Evaluations use monitored sets of 5, 25, and 100; the principal top-100 open-world system has 100 website labels plus an unmonitored outcome.",The main method and evaluation of “Online Website Fingerprinting: Evaluating Website Fingerprinting Attacks on Tor in the Real World.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://www.usenix.org/conference/usenixsecurity22/presentation/cherubin
P42516,OpenVPN is Open to VPN Fingerprinting.,Arham Jain; Michael G. Kallitsis; Jedidiah R. Crandall; J. Alex Halderman; Reethika Ramesh; Roya Ensafi; Diwen Xue,USENIX Security,Security and privacy,2022,Main research proceedings,Full research paper,483-500,,https://www.usenix.org/conference/usenixsecurity22/presentation/xue-diwen,semantic inference,passively observed packet payload and length sequences,OpenVPN versus non-OpenVPN traffic,2,The classifier consumes passively observed packet payload and length sequences gathered from passively observable network traffic.,The evaluation trains a weighted ACK decision tree from data.,The reported evaluation assigns one of the fixed labels in this scheme: OpenVPN versus non-OpenVPN traffic.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2, 4",https://www.usenix.org/system/files/sec22-xue-diwen.pdf
P42624,Watching the Watchers: Practical Video Identification Attack in LTE Networks.,Sangwook Bae; Mincheol Son; Dongkwan Kim; CheolJun Park; Jiho Lee; Sooel Son; Yongdae Kim,USENIX Security,Security and privacy,2022,Main research proceedings,Full research paper,1307-1324,,https://www.usenix.org/conference/usenixsecurity22/presentation/bae,semantic inference,One video playback traffic trace.,Video title.,100; 300; 22; 31; 32; 36,"Encrypted LTE downstream traffic-volume time series, using 120-second or 800-second playback sequences.",One-dimensional CNN title classifier; a decision tree is also used for provider classification.,"Video-title class sets are YouTube 100 (expanded to 300), Netflix 22, NetflixDT 31, Amazon 32, and AmazonDT 36.",The main method and evaluation of “Watching the Watchers: Practical Video Identification Attack in LTE Networks.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2, 3",https://www.usenix.org/conference/usenixsecurity22/presentation/bae
P42690,An Input-Agnostic Hierarchical Deep Learning Framework for Traffic Fingerprinting.,Jian Qu; Xiaobo Ma; Jianfeng Li; Xiapu Luo; Lei Xue; Junjie Zhang; Zhenhua Li; Li Feng; Xiaohong Guan,USENIX Security,Security and privacy,2023,Main research proceedings,Full research paper,589-606,,https://www.usenix.org/conference/usenixsecurity23/presentation/qu,endpoint or platform identification,"Traffic trace/flow, task dependent.","Task-specific UAV, website/software, keyword, or IoT-device label.",4; 24; 50; 27,Packet timing and size represented hierarchically from packet to flow to trace.,"Hierarchical CNN, bidirectional LSTM, and attention framework.","Tabled tasks include UAV (4), software/website fingerprinting (24, including unmonitored), KWS (50), and IoT device identification (27); the binary ISD task is not relied upon.",The main method and evaluation of “An Input-Agnostic Hierarchical Deep Learning Framework for Traffic Fingerprinting.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://www.usenix.org/conference/usenixsecurity23/presentation/qu
P42933,Network Detection of Interactive SSH Impostors Using Deep Learning.,Julien Piet; Aashish Sharma; Vern Paxson; David A. Wagner 0001,USENIX Security,Security and privacy,2023,Main research proceedings,Full research paper,4283-4300,,https://www.usenix.org/conference/usenixsecurity23/presentation/piet,security-state classification,SSH packet timing and length sequences,claimed user versus SSH impostor,2,The classifier consumes SSH packet timing and length sequences gathered from passively observable network traffic.,The evaluation trains a supervised transformer classifier from data.,The reported evaluation assigns one of the fixed labels in this scheme: claimed user versus SSH impostor.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2",https://www.usenix.org/system/files/usenixsecurity23-piet.pdf
P43001,Rosetta: Enabling Robust TLS Encrypted Traffic Classification in Diverse Network Environments with TCP-Aware Traffic Augmentation.,Renjie Xie; Jiahao Cao; Enhuan Dong; Mingwei Xu; Kun Sun; Qi Li; Licheng Shen; Menghao Zhang,USENIX Security,Security and privacy,2023,Main research proceedings,Full research paper,625-642,,https://www.usenix.org/conference/usenixsecurity23/presentation/xie,semantic inference,One TLS flow.,Website or application identity.,12; 6,TLS five-tuple flows represented as packet-length sequences.,"TCP-aware self-supervised augmentation/representation with supervised SDAE, CNN, LSTM, DF, FS-Net, and Transformer classifiers.","The main website task explicitly has 12 labels: Alipay, Apple, Baidu, iCloud, JD, Kaipanla, NeCmusic, QQ, Sogou, Weibo, Youdao, and Zhihu; an application task also has six labels.",The main method and evaluation of “Rosetta: Enabling Robust TLS Encrypted Traffic Classification in Diverse Network Environments with TCP-Aware Traffic Augmentation.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://www.usenix.org/conference/usenixsecurity23/presentation/xie
P43021,Spying through Your Voice Assistants: Realistic Voice Command Fingerprinting.,Dilawer Ahmed; Aafaq Sabir; Anupam Das,USENIX Security,Security and privacy,2023,Main research proceedings,Full research paper,2419-2436,,https://www.usenix.org/conference/usenixsecurity23/presentation/ahmed-dilawer,semantic inference,One voice-command traffic trace.,"Spoken command, optionally unknown/reject.",50; 100; 215,"One-minute traffic traces after voice-assistant activation, using packet size, direction, timing, protocol, endpoint, burst, and flow statistics.",AutoGluon Tabular/AutoML learned classifiers.,"There are 50 simple-command labels per assistant and 100 labels in the mixed dataset (15 streaming, 40 skill, 45 simple); an open-world evaluation has 100 known and 115 unknown commands.",The main method and evaluation of “Spying through Your Voice Assistants: Realistic Voice Command Fingerprinting.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2, 3",https://www.usenix.org/conference/usenixsecurity23/presentation/ahmed-dilawer
P43026,Subverting Website Fingerprinting Defenses with Robust Traffic Representation.,Meng Shen; Kexin Ji; Zhenbo Gao; Qi Li; Liehuang Zhu; Ke Xu,USENIX Security,Security and privacy,2023,Main research proceedings,Full research paper,607-624,,https://www.usenix.org/conference/usenixsecurity23/presentation/shen-meng,semantic inference,One website visit trace.,Visited website plus optional unmonitored/reject.,95; 96; 101,Tor packet direction and timing transformed into a Traffic Aggregation Matrix.,CNN classifier trained on Traffic Aggregation Matrices.,The principal dataset has 95 monitored sites (96 open-world outcomes including unmonitored); the Walkie-Talkie dataset has 100 monitored sites plus unmonitored.,The main method and evaluation of “Subverting Website Fingerprinting Defenses with Robust Traffic Representation.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://www.usenix.org/conference/usenixsecurity23/presentation/shen-meng
P43500,"Stop, Don't Click Here Anymore: Boosting Website Fingerprinting By Considering Sets of Subpages.",Asya Mitseva; Andriy Panchenko,USENIX Security,Security and privacy,2024,Main research proceedings,Full research paper,,,https://www.usenix.org/conference/usenixsecurity24/presentation/mitseva,semantic inference,A bag/set of subpage traffic traces associated with one website.,Website identity.,100,Each sample is a set/bag of multiple page traffic traces; each trace is a signed packet-direction sequence.,Attention-based multiple-instance neural learning plus voting over webpage classifiers.,ALEXA-WSC-FG and TRANCO-WSC-FG each contain 100 website classes.,"The main method and evaluation of “Stop, Don't Click Here Anymore: Boosting Website Fingerprinting By Considering Sets of Subpages.” centre on the learned multiclass classifier described in this row.","PDF pp. 1, 2",https://www.usenix.org/conference/usenixsecurity24/presentation/mitseva
P43680,CertTA: Certified Robustness Made Practical for Learning-Based Traffic Analysis.,Lin Liu 0018; Zhuotao Liu; Jinzhu Yan; Yuyang Xie (disambiguation); Shiyu Liang; Ke Xu 0002,USENIX Security,Security and privacy,2025,Main research proceedings,Full research paper,7349-7368,,https://www.usenix.org/conference/usenixsecurity25/presentation/yan-jinzhu,security-state classification,"Network flows represented as flow statistics, packet sequences, or raw bytes",Fixed DNS-over-HTTPS traffic classes and fixed benign and attack traffic classes,>=2,"The adjudicated task consumes Network flows represented as flow statistics, packet sequences, or raw bytes gathered from passively observable network traffic.",The adjudicated evaluation trains a Six supervised traffic-analysis classifiers from data.,The adjudicated evidence establishes the fixed label scheme: Fixed DNS-over-HTTPS traffic classes and fixed benign and attack traffic classes.,"The clean supervised fixed-label evaluations are separable and central to the certified traffic-analysis study, so the paper meets the mixed-paper inclusion rule.","Printed pp. 7349, 7356 to 7358, PDF pp. 1, 9 to 12",https://www.usenix.org/conference/usenixsecurity25/presentation/yan-jinzhu
P43793,Gotta Detect 'Em All: Fake Base Station and Multi-Step Attack Detection in Cellular Networks.,Kazi Samin Mubasshir; Elisa Bertino; Imtiaz Karim,USENIX Security,Security and privacy,2025,Main research proceedings,Full research paper,5365-5384,,https://www.usenix.org/conference/usenixsecurity25/presentation/mubasshir,security-state classification,layer-3 NAS and RRC packet traces,legitimate base station versus fake base station and reported attack types,>=2,The classifier consumes layer-3 NAS and RRC packet traces gathered from passively observable network traffic.,The evaluation trains a stateful LSTM and graph-learning classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: legitimate base station versus fake base station and reported attack types.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2",https://www.usenix.org/system/files/usenixsecurity25-mubasshir.pdf
P43907,Preventing Artificially Inflated SMS Attacks through Large-Scale Traffic Inspection.,Hyejin Shin; Jun-Ho Huh; Nu-El Choi; Minchae Lim; Sunwoo Ahn; Joonho Cho; Hayoon Yi; Taewoo Kim (disambiguation),USENIX Security,Security and privacy,2025,Main research proceedings,Full research paper,5405-5423,,https://www.usenix.org/conference/usenixsecurity25/presentation/huh,security-state classification,SMS authentication request traffic logs,AIT attack versus genuine request,2,The classifier consumes SMS authentication request traffic logs gathered from passively observable network traffic.,The evaluation trains a gradient-boosted tree classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: AIT attack versus genuine request.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2, 3",https://www.usenix.org/system/files/usenixsecurity25-huh.pdf
P44356,Learning to Classify: A Flow-Based Relation Network for Encrypted Traffic Classification.,Wenbo Zheng; Chao Gou; Lan Yan; Shaocong Mo,The Web Conference (WWW),Web,2020,Main research proceedings,Full research paper,13-22,10.1145/3366423.3380090,https://doi.org/10.1145/3366423.3380090,security-state classification,Network flow,Application/service; separately normal or attack type,15; 5,Raw network-flow sequences are the model input.,RBRN is an end-to-end learned relation-network classifier with meta-learning.,Section 4.1.1 and Table 1 evaluate 15 application classes; Table 4 separately evaluates five IDS classes.,Encrypted-traffic classification is the central contribution and evaluation.,PDF p. 1,https://doi.org/10.1145/3366423.3380090
P44828,"It's Not Just the Site, It's the Contents: Intra-domain Fingerprinting Social Media Websites Through CDN Bursts.",Kailong Wang; Junzhe Zhang; Guangdong Bai; Ryan Kok Leong Ko; Jin Song Dong,The Web Conference (WWW),Web,2021,Main research proceedings,Full research paper,2142-2153,10.1145/3442381.3450008,https://doi.org/10.1145/3442381.3450008,semantic inference,One page-load CDN-burst trace.,Specific social-media page/profile.,"D1 uses 1,000 profile pages per social site; D2 uses 300 pages/site; D3 uses 300 monitored pages plus up to 30,000 unmonitored pages/site.",Page-load traces represented by sizes and timing of CDN packet bursts.,Supervised Random Forest classifier; each page is defined as a class.,"D1 uses 1,000 profile pages per social site; D2 uses 300 pages/site; D3 uses 300 monitored pages plus up to 30,000 unmonitored pages/site.","The main method and evaluation of “It's Not Just the Site, It's the Contents: Intra-domain Fingerprinting Social Media Websites Through CDN Bursts.” centre on the learned multiclass classifier described in this row.","PDF pp. 1, 2",https://doi.org/10.1145/3442381.3450008
P45261,ET-BERT: A Contextualized Datagram Representation with Pre-training Transformers for Encrypted Traffic Classification.,Xinjie Lin; Gang Xiong; Gaopeng Gou; Zhen Li; Junzheng Shi; Jing Yu,The Web Conference (WWW),Web,2022,Main research proceedings,Full research paper,633-642,10.1145/3485447.3512217,https://doi.org/10.1145/3485447.3512217,security-state classification,A bidirectional flow/session represented by datagram tokens.,"Application, service, traffic type, or malware family depending on dataset.","Table 1 reports 196 iOS, 215 Android, 20 USTC-TFC, 12 VPN-service, 17 VPN-app, 16 Tor, and 120 TLS1.3 labels across tasks.",PCAP datagrams are tokenized from raw packet bytes.,BERT-style Transformer pretrained on datagrams and fine-tuned with supervised classification.,"Table 1 reports 196 iOS, 215 Android, 20 USTC-TFC, 12 VPN-service, 17 VPN-app, 16 Tor, and 120 TLS1.3 labels across tasks.",The main method and evaluation of “ET-BERT: A Contextualized Datagram Representation with Pre-training Transformers for Encrypted Traffic Classification.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://doi.org/10.1145/3485447.3512217
P45721,AppSniffer: Towards Robust Mobile App Fingerprinting Against VPN.,Sanghak Oh; Minwook Lee; Hyunwoo Lee; Elisa Bertino; Hyoungshick Kim,The Web Conference (WWW),Web,2023,Main research proceedings,Full research paper,2318-2328,10.1145/3543507.3583473,https://doi.org/10.1145/3543507.3583473,semantic inference,Representative flow / packet-length sequence from an app trace.,Mobile application identity.,"Section 5.1 explicitly evaluates 100 Android application classes with 50 twenty-second traces per app, including four VPNs.","Per-app packet captures are converted to packet-length sequences for representative flows, under normal and VPN settings.","Stacked learned ensemble of LightGBM, neural network, Random Forest, and CatBoost.","Section 5.1 explicitly evaluates 100 Android application classes with 50 twenty-second traces per app, including four VPNs.",The main method and evaluation of “AppSniffer: Towards Robust Mobile App Fingerprinting Against VPN.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.1145/3543507.3583473
P45879,Efficient and Low Overhead Website Fingerprinting Attacks and Defenses based on TCP/IP Traffic.,Guodong Huang; Chuan Ma; Ming Ding; Yuwen Qian; Chunpeng Ge; Liming Fang; Zhe Liu,The Web Conference (WWW),Web,2023,Main research proceedings,Full research paper,1991-1999,10.1145/3543507.3583200,https://doi.org/10.1145/3543507.3583200,semantic inference,One browser page-load TCP/IP traffic trace.,Visited website,100,TCP/IP packet-size/direction traces collected from browser website visits are supplied to the attack pipeline.,The filter-assisted attack removes defense noise and trains/evaluates a CNN with a 100-output SoftMax classification head.,The closed-world experiment collects 100 websites and the learned attack's final SoftMax layer explicitly has 100 classification outputs.,The paper centrally contributes and evaluates a new filter-assisted 100-class attack as well as defenses; the qualifying attack is not ancillary.,"PDF pp. 1, 2",https://doi.org/10.1145/3543507.3583200
P46126,Net-track: Generic Web Tracking Detection Using Packet Metadata.,Wonjun Lee 0001; Dongkeun Lee; Minwoo Joo,The Web Conference (WWW),Web,2023,Main research proceedings,Full research paper,2230-2240,10.1145/3543507.3583372,https://doi.org/10.1145/3543507.3583372,security-state classification,packet-metadata traffic traces,tracker versus benign web traffic,2,The classifier consumes packet-metadata traffic traces gathered from passively observable network traffic.,The evaluation trains a random-forest and LSTM classifiers from data.,The reported evaluation assigns one of the fixed labels in this scheme: tracker versus benign web traffic.,This classification or detection task is a central system contribution or central evaluated task.,"PDF pp. 1, 2",https://dl.acm.org/doi/pdf/10.1145/3543507.3583372
P46215,Scan Me If You Can: Understanding and Detecting Unwanted Vulnerability Scanning.,Nick Nikiforakis; Babak Amin Azad; Xigao Li; Amir Rahmati,The Web Conference (WWW),Web,2023,Main research proceedings,Full research paper,2284-2294,10.1145/3543507.3583394,https://doi.org/10.1145/3543507.3583394,security-state classification,HTTP request traffic,web vulnerability scanner versus human visitor,2,The classifier consumes HTTP request traffic gathered from passively observable network traffic.,The evaluation trains a LightGBM scanner classifier from data.,The reported evaluation assigns one of the fixed labels in this scheme: web vulnerability scanner versus human visitor.,This classification or detection task is a central system contribution or central evaluated task.,PDF p. 1,https://doi.org/10.1145/3543507.3583394
P46267,TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification.,Haozhen Zhang; Le Yu; Xi Xiao; Qing Li; Francesco Mercaldo; Xiapu Luo; Qixu Liu,The Web Conference (WWW),Web,2023,Main research proceedings,Full research paper,2066-2075,10.1145/3543507.3583227,https://doi.org/10.1145/3543507.3583227,semantic inference,A flow segment represented by byte graph and temporal sequence.,Fine-grained user behavior/service.,Section 4.1.1 gives 6 and 8 behavior categories for ISCX VPN/Tor and 12/9/6 categories for WeChat/WhatsApp/Telegram datasets.,"Bidirectional flows/segments use raw header and payload bytes, transformed to byte-PMI graphs plus temporal sequences.",GNN and LSTM temporal-fusion encoder trained with a supervised classification objective.,Section 4.1.1 gives 6 and 8 behavior categories for ISCX VPN/Tor and 12/9/6 categories for WeChat/WhatsApp/Telegram datasets.,The main method and evaluation of “TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.1145/3543507.3583227
P46427,AN-Net: an Anti-Noise Network for Anonymous Traffic Classification.,Xianwen Deng; Yijun Wang; Zhi Xue,The Web Conference (WWW),Web,2024,Main research proceedings,Full research paper,4417-4428,10.1145/3589334.3645691,https://doi.org/10.1145/3589334.3645691,semantic inference,A 100-packet flow sequence.,Anonymous-network application/service category.,"Table 1 explicitly reports 10 labels for SJTU-AN21, 8 for ISCX-Tor, and 7 for ISCX-VPN.",Each sample uses 100 consecutive packets from an anonymous-network flow.,Neural multimodal traffic representation/classifier trained with cross-entropy.,"Table 1 explicitly reports 10 labels for SJTU-AN21, 8 for ISCX-Tor, and 7 for ISCX-VPN.",The main method and evaluation of “AN-Net: an Anti-Noise Network for Anonymous Traffic Classification.” centre on the learned multiclass classifier described in this row.,"PDF pp. 1, 2",https://doi.org/10.1145/3589334.3645691
P46522,Contrastive Fingerprinting: A Novel Website Fingerprinting Attack over Few-shot Traces.,Yi Xie; Jiahao Feng; Wenju Huang; Yixi Zhang; Xueliang Sun; Xiaochou Chen; Xiapu Luo,The Web Conference (WWW),Web,2024,Main research proceedings,Full research paper,1203-1214,10.1145/3589334.3645575,https://doi.org/10.1145/3589334.3645575,semantic inference,One website packet trace.,Visited website.,"Section 4.1.1 explicitly reports CF500 (500 monitored websites), plus Wang100, AWF100/AWF775, and DF95 datasets.",Packet-direction/time traffic traces from Tor page loads.,Deep Fingerprinting CNN feature extractor plus learned contrastive and MLP classification heads.,"Section 4.1.1 explicitly reports CF500 (500 monitored websites), plus Wang100, AWF100/AWF775, and DF95 datasets.",The main method and evaluation of “Contrastive Fingerprinting: A Novel Website Fingerprinting Attack over Few-shot Traces.” centre on the learned multiclass classifier described in this row.,PDF p. 1,https://doi.org/10.1145/3589334.3645575
P46578,"Divide, Conquer, and Coalesce: Meta Parallel Graph Neural Network for IoT Intrusion Detection at Scale.",Hua Ding; Lixing Chen; Shenghong Li; Yang Bai; Pan Zhou; Zhe Qu,The Web Conference (WWW),Web,2024,Main research proceedings,Full research paper,1656-1667,10.1145/3589334.3645457,https://doi.org/10.1145/3589334.3645457,security-state classification,Network-flow graph edge,Benign traffic or attack type,10; 7,IoT network flows are represented as edges in traffic graphs.,E-GraphSAGE predicts an edge label; MPGNN partitions the graph and ensembles the learned coalitional classifiers.,NF-ToN-IoT-V2 is evaluated with 10 categories (nine attacks plus benign); NF-CSE-CIC-IDS2018-V2 is mapped to seven classes (six attack types plus benign).,Scalable multiclass IoT intrusion classification is a central evaluated task.,PDF p. 1,https://doi.org/10.1145/3589334.3645457
P47085,Trident: A Universal Framework for Fine-Grained and Class-Incremental Unknown Traffic Detection.,Ziming Zhao; Zhaoxuan Li; Zhuoxue Song; Wenhao Li; Fan Zhang,The Web Conference (WWW),Web,2024,Main research proceedings,Full research paper,1608-1619,10.1145/3589334.3645407,https://doi.org/10.1145/3589334.3645407,security-state classification,One encrypted network flow.,"Known benign/attack traffic class, with additional discovered unknown classes",20; 8,Encrypted network flows from four trace datasets are profiled from packet/flow sequence features.,"Trident trains a bank of per-class one-class neural learners for known-class prediction and unknown rejection, then clusters and incrementally learns emerging classes.",Section 7.2 and the class-increment evaluation explicitly perform known-class classification with 20 known classes for USTC-TFC2016/CrossNet2021 and eight known classes for CIC-IDS/ISCXTor in the all-known settings.,"Fine-grained known-class classification, unknown-class detection, and class-incremental learning are Trident's central tasks.",PDF p. 1,https://doi.org/10.1145/3589334.3645407
