record_id,direct_title_pattern,abstract_promotion_pattern,strong_keyword_recall,quality_assurance_sample,supplemental_relevance_review,primary_component
P42199,false,false,true,false,false,strong-keyword recall review
P42206,false,false,true,false,false,strong-keyword recall review
P42234,false,false,true,false,false,strong-keyword recall review
P42260,true,false,false,false,false,direct title pattern
P42279,false,false,true,false,false,strong-keyword recall review
P42312,false,false,true,false,false,strong-keyword recall review
P42314,false,false,true,false,false,strong-keyword recall review
P42317,false,false,true,false,false,strong-keyword recall review
P42318,false,false,true,false,false,strong-keyword recall review
P42341,false,false,true,false,false,strong-keyword recall review
P42347,false,false,true,false,false,strong-keyword recall review
P42354,true,false,false,false,false,direct title pattern
P42485,false,false,false,false,true,supplemental relevance review
P42486,false,false,true,false,false,strong-keyword recall review
P42488,false,false,true,false,false,strong-keyword recall review
P42505,true,false,false,false,false,direct title pattern
P42512,true,false,false,false,false,direct title pattern
P42514,false,false,true,false,false,strong-keyword recall review
P42515,false,false,true,false,false,strong-keyword recall review
P42516,false,false,true,false,false,strong-keyword recall review
P42519,true,false,false,false,false,direct title pattern
P42530,false,false,false,true,false,venue-year-stratified quality-assurance sample
P42547,true,false,false,false,false,direct title pattern
P42553,false,false,false,true,false,venue-year-stratified quality-assurance sample
P42561,true,false,false,false,false,direct title pattern
P42571,false,false,true,false,false,strong-keyword recall review
P42602,false,false,true,false,false,strong-keyword recall review
P42624,false,false,false,false,true,supplemental relevance review
P42635,false,false,true,false,false,strong-keyword recall review
P42662,false,false,false,true,false,venue-year-stratified quality-assurance sample
P42678,true,false,false,false,false,direct title pattern
P42690,true,false,false,false,false,direct title pattern
P42726,false,false,true,false,false,strong-keyword recall review
P42727,false,false,true,false,false,strong-keyword recall review
P42731,false,false,false,true,false,venue-year-stratified quality-assurance sample
P42732,false,false,true,false,false,strong-keyword recall review
P42752,false,false,true,false,false,strong-keyword recall review
P42836,false,false,true,false,false,strong-keyword recall review
P42845,true,false,false,false,false,direct title pattern
P42863,false,false,true,false,false,strong-keyword recall review
P42868,true,false,false,false,false,direct title pattern
P42873,true,false,false,false,false,direct title pattern
P42876,true,false,false,false,false,direct title pattern
P42942,false,false,true,false,false,strong-keyword recall review
P42944,false,false,true,false,false,strong-keyword recall review
P43001,true,false,false,false,false,direct title pattern
P43012,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43021,false,false,false,false,true,supplemental relevance review
P43026,true,false,false,false,false,direct title pattern
P43031,false,false,true,false,false,strong-keyword recall review
P43038,false,false,true,false,false,strong-keyword recall review
P43047,false,false,true,false,false,strong-keyword recall review
P43062,false,false,true,false,false,strong-keyword recall review
P43073,false,false,true,false,false,strong-keyword recall review
P43082,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43084,false,false,true,false,false,strong-keyword recall review
P43093,true,false,false,false,false,direct title pattern
P43110,false,false,true,false,false,strong-keyword recall review
P43130,false,false,true,false,false,strong-keyword recall review
P43140,false,false,true,false,false,strong-keyword recall review
P43183,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43185,false,false,true,false,false,strong-keyword recall review
P43206,false,false,true,false,false,strong-keyword recall review
P43243,false,false,true,false,false,strong-keyword recall review
P43253,false,false,true,false,false,strong-keyword recall review
P43276,true,false,false,false,false,direct title pattern
P43318,true,false,false,false,false,direct title pattern
P43356,false,false,true,false,false,strong-keyword recall review
P43394,false,false,true,false,false,strong-keyword recall review
P43417,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43438,false,false,true,false,false,strong-keyword recall review
P43447,false,false,true,false,false,strong-keyword recall review
P43449,false,false,true,false,false,strong-keyword recall review
P43500,true,false,false,false,false,direct title pattern
P43508,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43559,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43592,false,false,true,false,false,strong-keyword recall review
P43625,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43637,false,false,true,false,false,strong-keyword recall review
P43638,false,false,true,false,false,strong-keyword recall review
P43670,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43680,true,false,false,false,false,direct title pattern
P43685,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43717,false,false,true,false,false,strong-keyword recall review
P43756,false,false,true,false,false,strong-keyword recall review
P43763,false,false,true,false,false,strong-keyword recall review
P43784,true,false,false,false,false,direct title pattern
P43829,true,false,false,false,false,direct title pattern
P43839,false,false,true,false,false,strong-keyword recall review
P43849,true,false,false,false,false,direct title pattern
P43878,false,false,true,false,false,strong-keyword recall review
P43880,true,false,false,false,false,direct title pattern
P43898,false,false,true,false,false,strong-keyword recall review
P43907,false,false,true,false,false,strong-keyword recall review
P43937,false,false,false,true,false,venue-year-stratified quality-assurance sample
P43983,true,false,false,false,false,direct title pattern
P43991,false,false,true,false,false,strong-keyword recall review
P44022,false,false,true,false,false,strong-keyword recall review
P44025,false,false,true,false,false,strong-keyword recall review
P44033,false,false,true,false,false,strong-keyword recall review
P44050,false,false,true,false,false,strong-keyword recall review
P44105,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44125,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44155,false,false,true,false,false,strong-keyword recall review
P44166,false,false,true,false,false,strong-keyword recall review
P44266,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44356,true,false,false,false,false,direct title pattern
P44542,true,false,false,false,false,direct title pattern
P44546,false,false,true,false,false,strong-keyword recall review
P44583,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44712,false,false,true,false,false,strong-keyword recall review
P44717,false,false,true,false,false,strong-keyword recall review
P44766,false,false,true,false,false,strong-keyword recall review
P44780,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44803,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44811,false,false,false,true,false,venue-year-stratified quality-assurance sample
P44828,true,false,false,false,false,direct title pattern
P44868,true,false,false,false,false,direct title pattern
P44953,false,false,true,false,false,strong-keyword recall review
P45014,false,false,true,false,false,strong-keyword recall review
P45038,false,false,true,false,false,strong-keyword recall review
P45062,false,false,true,false,false,strong-keyword recall review
P45127,false,false,false,true,false,venue-year-stratified quality-assurance sample
P45251,false,false,false,true,false,venue-year-stratified quality-assurance sample
P45261,true,false,false,false,false,direct title pattern
P45262,false,false,false,true,false,venue-year-stratified quality-assurance sample
P45376,true,false,false,false,false,direct title pattern
P45501,false,false,true,false,false,strong-keyword recall review
P45542,true,false,false,false,false,direct title pattern
P45561,false,false,false,true,false,venue-year-stratified quality-assurance sample
P45721,false,true,true,false,false,abstract promotion pattern
P45860,false,false,false,true,false,venue-year-stratified quality-assurance sample
P45879,true,false,false,false,false,direct title pattern
P45912,false,false,true,false,false,strong-keyword recall review
P46046,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46126,true,false,false,false,false,direct title pattern
P46147,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46148,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46215,false,true,false,false,false,abstract promotion pattern
P46267,true,false,false,false,false,direct title pattern
P46330,true,false,false,false,false,direct title pattern
P46365,false,false,true,false,false,strong-keyword recall review
P46376,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46400,false,false,true,false,false,strong-keyword recall review
P46427,true,false,false,false,false,direct title pattern
P46435,false,false,true,false,false,strong-keyword recall review
P46520,true,false,false,false,false,direct title pattern
P46522,true,false,false,false,false,direct title pattern
P46578,true,false,false,false,false,direct title pattern
P46658,false,true,true,false,false,abstract promotion pattern
P46699,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46738,false,false,true,false,false,strong-keyword recall review
P46745,false,true,true,false,false,abstract promotion pattern
P46863,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46952,false,false,true,false,false,strong-keyword recall review
P46967,false,false,false,true,false,venue-year-stratified quality-assurance sample
P46988,false,false,true,false,false,strong-keyword recall review
P47059,false,false,false,true,false,venue-year-stratified quality-assurance sample
P47085,true,false,false,false,false,direct title pattern
P47117,false,false,true,false,false,strong-keyword recall review
P47197,true,false,false,false,false,direct title pattern
P47254,true,false,false,false,false,direct title pattern
P47343,false,false,false,true,false,venue-year-stratified quality-assurance sample
P47353,false,false,false,false,true,supplemental relevance review
P47365,false,false,false,true,false,venue-year-stratified quality-assurance sample
P47383,false,false,true,false,false,strong-keyword recall review
P47472,true,false,false,false,false,direct title pattern
P47573,true,false,false,false,false,direct title pattern
P47584,true,false,false,false,false,direct title pattern
P47591,false,false,false,true,false,venue-year-stratified quality-assurance sample
P47683,false,true,true,false,false,abstract promotion pattern
P47782,true,false,false,false,false,direct title pattern
P47784,false,false,true,false,false,strong-keyword recall review
P47809,false,false,false,true,false,venue-year-stratified quality-assurance sample
P47876,false,false,false,true,false,venue-year-stratified quality-assurance sample
P47895,false,true,false,false,false,abstract promotion pattern
P47960,false,false,true,false,false,strong-keyword recall review
P48101,false,false,true,false,false,strong-keyword recall review
P48149,false,false,true,false,false,strong-keyword recall review
P48150,false,false,true,false,false,strong-keyword recall review
P48151,false,false,true,false,false,strong-keyword recall review
P48170,false,true,false,false,false,abstract promotion pattern
P48173,false,false,false,true,false,venue-year-stratified quality-assurance sample
P48177,false,false,true,false,false,strong-keyword recall review
P48179,true,false,false,false,false,direct title pattern
P48203,false,false,true,false,false,strong-keyword recall review
P48205,true,false,false,false,false,direct title pattern
P48207,true,false,false,false,false,direct title pattern
P48217,true,false,false,false,false,direct title pattern
P48228,true,false,false,false,false,direct title pattern
P48246,false,true,false,false,false,abstract promotion pattern
P48250,false,false,true,false,false,strong-keyword recall review
P48251,true,false,false,false,false,direct title pattern
P48257,false,false,true,false,false,strong-keyword recall review
P48260,false,false,true,false,false,strong-keyword recall review
P48261,false,false,false,true,false,venue-year-stratified quality-assurance sample
P48281,false,false,true,false,false,strong-keyword recall review
P48288,true,false,false,false,false,direct title pattern
P48290,true,false,false,false,false,direct title pattern
P48293,false,true,false,false,false,abstract promotion pattern
P48299,false,false,false,true,false,venue-year-stratified quality-assurance sample
P48305,false,false,false,false,true,supplemental relevance review
P48356,false,false,true,false,false,strong-keyword recall review
P48363,false,false,true,false,false,strong-keyword recall review
P48369,false,false,true,false,false,strong-keyword recall review
P48396,true,false,false,false,false,direct title pattern
P48411,true,false,false,false,false,direct title pattern
P48437,false,false,true,false,false,strong-keyword recall review
P48443,true,false,false,false,false,direct title pattern
P48444,true,false,false,false,false,direct title pattern
P48463,true,false,false,false,false,direct title pattern
P48467,false,false,true,false,false,strong-keyword recall review
P48486,false,true,true,false,false,abstract promotion pattern
P48537,false,false,true,false,false,strong-keyword recall review
P48542,false,false,false,true,false,venue-year-stratified quality-assurance sample
P48563,false,false,false,true,false,venue-year-stratified quality-assurance sample
P48569,false,false,true,false,false,strong-keyword recall review
P48580,false,false,true,false,false,strong-keyword recall review
P48589,true,false,false,false,false,direct title pattern
P48610,true,false,false,false,false,direct title pattern
P48630,false,true,true,false,false,abstract promotion pattern
P48657,false,false,true,false,false,strong-keyword recall review
P48659,true,false,false,false,false,direct title pattern
P48758,false,true,false,false,false,abstract promotion pattern
P48759,false,false,true,false,false,strong-keyword recall review
P48761,false,false,true,false,false,strong-keyword recall review
P48797,false,false,true,false,false,strong-keyword recall review
P48819,false,false,false,true,false,venue-year-stratified quality-assurance sample
P48820,false,false,true,false,false,strong-keyword recall review
P48847,false,false,true,false,false,strong-keyword recall review
P48859,false,false,false,true,false,venue-year-stratified quality-assurance sample
