cohort_scope,protocol_id,configuration_id,class_name,estimator,direction_stratum,feature,unit,contributing_sessions,observations,mean,q10,q25,median,q75,q90,iqr,minimum,maximum
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,all,tcp_window_raw,raw_value,45,1381,65522.3178856,65535,65535,65535,65535,65535,0,57896,65535
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,c2s,frame_length_bytes,bytes,45,620,133.488709677,60,60,60,152,262,92,60,537
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,c2s,iat_us,milliseconds,45,620,2.38779516129,0.008,0.019,0.077,0.226,2.883,0.207,0.001,55.514
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,c2s,ip_total_length_bytes,bytes,45,620,116.15,40,40,40,138,248,98,40,523
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,c2s,ipv4_ttl,raw_value,45,620,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,45,620,76.15,0,0,0,98,208,98,0,483
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,c2s,tcp_window_raw,raw_value,45,620,65506.7516129,65535,65535,65535,65535,65535,0,57896,65535
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,s2c,frame_length_bytes,bytes,45,761,2205.4717477,60,60,357,3437,7094,3377,60,17093
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,s2c,iat_us,milliseconds,45,716,23.8038184358,0,0.117,0.264,1.866,22.767,1.749,0,1466.746
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,s2c,ip_total_length_bytes,bytes,45,761,2189.1695138,40,40,343,3423,7080,3383,40,17079
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,s2c,ipv4_ttl,raw_value,45,761,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,45,761,2149.1695138,0,0,303,3383,7040,3383,0,17039
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,packet_pooled,s2c,tcp_window_raw,raw_value,45,761,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,all,frame_length_bytes,bytes,45,1381,1329.56144229,60,60,85,1474,5734,1414,60,17093
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,all,iat_us,milliseconds,45,1336,15.8427150539,0.005,0.026,0.175,0.697,9.168,0.671,0,1466.746
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,all,ip_total_length_bytes,bytes,45,1381,1312.77197903,40,40,71,1460,5720,1420,40,17079
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,all,ipv4_ttl,raw_value,45,1381,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,all,tcp_payload_length_bytes,bytes,45,1381,1272.77197903,0,0,31,1420,5680,1420,0,17039
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,all,tcp_window_raw,raw_value,45,1381,65517.0768639,65535,65535,65535,65535,65535,0,57896,65535
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,c2s,frame_length_bytes,bytes,45,620,132.100689485,60,60,60,152,262,92,60,537
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,c2s,iat_us,milliseconds,45,620,2.41765155299,0.008,0.017,0.067,0.216,2.616,0.199,0.001,55.514
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,c2s,ip_total_length_bytes,bytes,45,620,114.653574339,40,40,40,138,248,98,40,523
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,c2s,ipv4_ttl,raw_value,45,620,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,c2s,tcp_payload_length_bytes,bytes,45,620,74.6535743386,0,0,0,98,208,98,0,483
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,c2s,tcp_window_raw,raw_value,45,620,65497.2725,65535,65535,65535,65535,65535,0,57896,65535
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,s2c,frame_length_bytes,bytes,45,761,2324.97199694,60,60,357,3634,7254,3574,60,17093
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,s2c,iat_us,milliseconds,45,716,27.8564295596,0,0.123,0.29,1.905,22.448,1.782,0,1466.746
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,s2c,ip_total_length_bytes,bytes,45,761,2308.74492727,40,40,343,3620,7240,3580,40,17079
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,s2c,ipv4_ttl,raw_value,45,761,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,s2c,tcp_payload_length_bytes,bytes,45,761,2268.74492727,0,0,303,3580,7200,3580,0,17039
heldout_primary,general_2026,C26-U-CR-A,flipboard.com,session_balanced,s2c,tcp_window_raw,raw_value,45,761,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,all,frame_length_bytes,bytes,41,1144,1690.90734266,60,60,85,1445,6537,1385,60,21654
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,all,iat_us,milliseconds,41,1103,6.07885856754,0.008,0.033,0.179,0.901,3.79,0.868,0,1467.84
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,all,ip_total_length_bytes,bytes,41,1144,1674.12762238,40,40,71,1431,6523,1391,40,21640
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,all,ipv4_ttl,raw_value,41,1144,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,all,tcp_payload_length_bytes,bytes,41,1144,1634.12762238,0,0,31,1391,6483,1391,0,21600
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,all,tcp_window_raw,raw_value,41,1144,65375.798951,65535,65535,65535,65535,65535,0,42377,65535
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,c2s,frame_length_bytes,bytes,41,509,134.070726916,60,60,60,137,413,77,60,564
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,c2s,iat_us,milliseconds,41,509,3.22323772102,0.011,0.024,0.055,0.197,1.531,0.173,0.001,71.937
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,c2s,ip_total_length_bytes,bytes,41,509,116.227897839,40,40,40,123,399,83,40,550
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,c2s,ipv4_ttl,raw_value,41,509,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,41,509,76.2278978389,0,0,0,83,359,83,0,510
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,c2s,tcp_window_raw,raw_value,41,509,65177.1886051,65535,65535,65535,65535,65535,0,42377,65535
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,s2c,frame_length_bytes,bytes,41,635,2938.82834646,60,60,640,4227,9951,4167,60,21654
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,s2c,iat_us,milliseconds,41,594,8.52584680135,0,0.153,0.369,2.11,4.856,1.957,0,1467.84
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,s2c,ip_total_length_bytes,bytes,41,635,2922.9007874,40,40,626,4213,9937,4173,40,21640
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,s2c,ipv4_ttl,raw_value,41,635,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,41,635,2882.9007874,0,0,586,4173,9897,4173,0,21600
heldout_primary,general_2026,C26-U-CR-A,garmin.com,packet_pooled,s2c,tcp_window_raw,raw_value,41,635,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,all,frame_length_bytes,bytes,41,1144,1683.44653947,60,60,85,1311,6683,1251,60,21654
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,all,iat_us,milliseconds,41,1103,6.11689203532,0.009,0.033,0.179,0.903,3.849,0.87,0,1467.84
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,all,ip_total_length_bytes,bytes,41,1144,1666.6674923,40,40,71,1297,6669,1257,40,21640
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,all,ipv4_ttl,raw_value,41,1144,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,all,tcp_payload_length_bytes,bytes,41,1144,1626.6674923,0,0,31,1257,6629,1257,0,21600
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,all,tcp_window_raw,raw_value,41,1144,65379.7782766,65535,65535,65535,65535,65535,0,42377,65535
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,c2s,frame_length_bytes,bytes,41,509,134.996241291,60,60,60,137,413,77,60,564
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,c2s,iat_us,milliseconds,41,509,3.19020835692,0.011,0.024,0.057,0.2,1.515,0.176,0.001,71.937
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,c2s,ip_total_length_bytes,bytes,41,509,117.181142759,40,40,40,123,399,83,40,550
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,c2s,ipv4_ttl,raw_value,41,509,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,c2s,tcp_payload_length_bytes,bytes,41,509,77.1811427593,0,0,0,83,359,83,0,510
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,c2s,tcp_window_raw,raw_value,41,509,65171.4797641,65535,65535,65535,65535,65535,0,42377,65535
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,s2c,frame_length_bytes,bytes,41,635,2929.29438624,60,60,640,4227,10134,4167,60,21654
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,s2c,iat_us,milliseconds,41,594,8.81993052298,0,0.156,0.381,2.16,4.856,2.004,0,1467.84
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,s2c,ip_total_length_bytes,bytes,41,635,2913.35178185,40,40,626,4213,10120,4173,40,21640
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,s2c,ipv4_ttl,raw_value,41,635,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,s2c,tcp_payload_length_bytes,bytes,41,635,2873.35178185,0,0,586,4173,10080,4173,0,21600
heldout_primary,general_2026,C26-U-CR-A,garmin.com,session_balanced,s2c,tcp_window_raw,raw_value,41,635,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,all,frame_length_bytes,bytes,45,993,1073.4572004,60,60,85,1647,2934,1587,60,10134
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,all,iat_us,milliseconds,45,948,6.33805485232,0.01,0.023,0.223,2.428,3.42,2.405,0,1184.948
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,all,ip_total_length_bytes,bytes,45,993,1056.58106747,40,40,71,1633,2920,1593,40,10120
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,all,ipv4_ttl,raw_value,45,993,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,all,tcp_payload_length_bytes,bytes,45,993,1016.58106747,0,0,31,1593,2880,1593,0,10080
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,all,tcp_window_raw,raw_value,45,993,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,c2s,frame_length_bytes,bytes,45,436,127.048165138,60,60,60,60,525,0,60,692
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,c2s,iat_us,milliseconds,45,436,1.16715137615,0.01,0.015,0.027,0.098,0.384,0.083,0.002,42.224
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,c2s,ip_total_length_bytes,bytes,45,436,108.341743119,40,40,40,40,511,0,40,678
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,c2s,ipv4_ttl,raw_value,45,436,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,45,436,68.3417431193,0,0,0,0,471,0,0,638
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,c2s,tcp_window_raw,raw_value,45,436,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,s2c,frame_length_bytes,bytes,45,557,1814.27289048,60,85,1494,2934,2934,2849,60,10134
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,s2c,iat_us,milliseconds,45,512,10.7414023437,0.07,0.289,1.864,2.711,4.696,2.422,0,1184.948
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,s2c,ip_total_length_bytes,bytes,45,557,1798.82944345,40,71,1480,2920,2920,2849,40,10120
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,s2c,ipv4_ttl,raw_value,45,557,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,45,557,1758.82944345,0,31,1440,2880,2880,2849,0,10080
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,packet_pooled,s2c,tcp_window_raw,raw_value,45,557,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,all,frame_length_bytes,bytes,45,993,1106.02972836,60,60,85,1494,2934,1434,60,10134
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,all,iat_us,milliseconds,45,948,4.88840553607,0.009,0.022,0.235,1.897,3.77,1.875,0,1184.948
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,all,ip_total_length_bytes,bytes,45,993,1089.16952447,40,40,71,1480,2920,1440,40,10120
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,all,ipv4_ttl,raw_value,45,993,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,all,tcp_payload_length_bytes,bytes,45,993,1049.16952447,0,0,31,1440,2880,1440,0,10080
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,all,tcp_window_raw,raw_value,45,993,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,c2s,frame_length_bytes,bytes,45,436,152.124741846,60,60,60,60,628,0,60,692
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,c2s,iat_us,milliseconds,45,436,1.30401296202,0.008,0.012,0.027,0.128,0.806,0.116,0.002,42.224
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,c2s,ip_total_length_bytes,bytes,45,436,133.524035043,40,40,40,40,614,0,40,678
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,c2s,ipv4_ttl,raw_value,45,436,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,c2s,tcp_payload_length_bytes,bytes,45,436,93.524035043,0,0,0,0,574,0,0,638
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,c2s,tcp_window_raw,raw_value,45,436,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,s2c,frame_length_bytes,bytes,45,557,1812.12023363,60,60,1494,2934,4125,2874,60,10134
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,s2c,iat_us,milliseconds,45,512,7.98880318842,0.052,0.246,1.234,2.655,5.825,2.409,0,1184.948
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,s2c,ip_total_length_bytes,bytes,45,557,1796.5559913,40,40,1480,2920,4111,2880,40,10120
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,s2c,ipv4_ttl,raw_value,45,557,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,s2c,tcp_payload_length_bytes,bytes,45,557,1756.5559913,0,0,1440,2880,4071,2880,0,10080
heldout_primary,general_2026,C26-U-CR-A,getpocket.com,session_balanced,s2c,tcp_window_raw,raw_value,45,557,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,all,frame_length_bytes,bytes,35,844,1426.0936019,60,60,85,1510,5894,1450,60,13014
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,all,iat_us,milliseconds,35,809,23.1110618047,0.006,0.026,0.182,1.471,40.739,1.445,0,1066.658
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,all,ip_total_length_bytes,bytes,35,844,1409.20023697,40,40,71,1496,5880,1456,40,13000
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,all,ipv4_ttl,raw_value,35,844,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,all,tcp_payload_length_bytes,bytes,35,844,1369.20023697,0,0,31,1456,5840,1456,0,12960
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,all,tcp_window_raw,raw_value,35,844,65359.7298578,65535,65535,65535,65535,65535,0,58688,65535
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,c2s,frame_length_bytes,bytes,35,380,116.260526316,60,60,60,85,152,25,60,568
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,c2s,iat_us,milliseconds,35,380,1.27581842105,0.009,0.019,0.069,0.211,0.402,0.192,0.002,41.002
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,c2s,ip_total_length_bytes,bytes,35,380,97.9184210526,40,40,40,71,138,31,40,554
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,c2s,ipv4_ttl,raw_value,35,380,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,35,380,57.9184210526,0,0,0,31,98,31,0,514
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,c2s,tcp_window_raw,raw_value,35,380,65145.7157895,65535,65535,65535,65535,65535,0,58688,65535
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,s2c,frame_length_bytes,bytes,35,464,2498.80172414,60,60,1270,3102,8694,3042,60,13014
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,s2c,iat_us,milliseconds,35,429,42.4523030303,0,0.142,0.347,4.799,185.777,4.657,0,1066.658
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,s2c,ip_total_length_bytes,bytes,35,464,2483.09482759,40,40,1256,3088,8680,3048,40,13000
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,s2c,ipv4_ttl,raw_value,35,464,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,35,464,2443.09482759,0,0,1216,3048,8640,3048,0,12960
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,packet_pooled,s2c,tcp_window_raw,raw_value,35,464,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,all,frame_length_bytes,bytes,35,844,1446.82203719,60,60,85,1510,5894,1450,60,13014
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,all,iat_us,milliseconds,35,809,24.1888045068,0.007,0.027,0.185,1.519,41.002,1.492,0,1066.658
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,all,ip_total_length_bytes,bytes,35,844,1429.92967788,40,40,71,1496,5880,1456,40,13000
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,all,ipv4_ttl,raw_value,35,844,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,all,tcp_payload_length_bytes,bytes,35,844,1389.92967788,0,0,31,1456,5840,1456,0,12960
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,all,tcp_window_raw,raw_value,35,844,65374.6619876,65535,65535,65535,65535,65535,0,58688,65535
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,c2s,frame_length_bytes,bytes,35,380,117.401496281,60,60,60,85,152,25,60,568
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,c2s,iat_us,milliseconds,35,380,1.17919541903,0.009,0.018,0.069,0.222,0.402,0.204,0.002,41.002
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,c2s,ip_total_length_bytes,bytes,35,380,99.0927849928,40,40,40,71,138,31,40,554
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,c2s,ipv4_ttl,raw_value,35,380,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,c2s,tcp_payload_length_bytes,bytes,35,380,59.0927849928,0,0,0,31,98,31,0,514
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,c2s,tcp_window_raw,raw_value,35,380,65183.0635365,65535,65535,65535,65535,65535,0,58688,65535
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,s2c,frame_length_bytes,bytes,35,464,2533.41418065,60,60,1270,3632,8694,3572,60,13014
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,s2c,iat_us,milliseconds,35,429,44.844244513,0,0.149,0.352,4.815,185.889,4.666,0,1066.658
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,s2c,ip_total_length_bytes,bytes,35,464,2517.6834863,40,40,1256,3618,8680,3578,40,13000
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,s2c,ipv4_ttl,raw_value,35,464,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,s2c,tcp_payload_length_bytes,bytes,35,464,2477.6834863,0,0,1216,3578,8640,3578,0,12960
heldout_primary,general_2026,C26-U-CR-A,joinhoney.com,session_balanced,s2c,tcp_window_raw,raw_value,35,464,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,all,frame_length_bytes,bytes,45,1694,1713.63164109,60,60,115,1270,7254,1210,60,20214
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,all,iat_us,milliseconds,45,1649,3.38474530018,0.005,0.035,0.188,0.671,9.4,0.636,0,520.921
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,all,ip_total_length_bytes,bytes,45,1694,1696.84061393,40,40,101,1256,7240,1216,40,20200
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,all,ipv4_ttl,raw_value,45,1694,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,all,tcp_payload_length_bytes,bytes,45,1694,1656.84061393,0,0,61,1216,7200,1216,0,20160
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,all,tcp_window_raw,raw_value,45,1694,65293.9268005,65535,65535,65535,65535,65535,0,58991,65535
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,c2s,frame_length_bytes,bytes,45,752,226.859042553,60,60,60,214,542,154,60,1499
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,c2s,iat_us,milliseconds,45,752,1.55215824468,0.011,0.027,0.107,0.347,5.216,0.32,0.001,31.367
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,c2s,ip_total_length_bytes,bytes,45,752,209.667553191,40,40,40,200,528,160,40,1485
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,c2s,ipv4_ttl,raw_value,45,752,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,c2s,tcp_payload_length_bytes,bytes,45,752,169.667553191,0,0,0,160,488,160,0,1445
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,c2s,tcp_window_raw,raw_value,45,752,64991.9441489,65535,65535,65535,65535,65535,0,58991,65535
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,s2c,frame_length_bytes,bytes,45,942,2900.52441614,60,60,601,4816,10134,4756,60,20214
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,s2c,iat_us,milliseconds,45,897,4.92109476031,0,0.127,0.253,1.019,12.693,0.892,0,520.921
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,s2c,ip_total_length_bytes,bytes,45,942,2884.05307856,40,40,587,4802,10120,4762,40,20200
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,s2c,ipv4_ttl,raw_value,45,942,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,s2c,tcp_payload_length_bytes,bytes,45,942,2844.05307856,0,0,547,4762,10080,4762,0,20160
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,packet_pooled,s2c,tcp_window_raw,raw_value,45,942,65535,65535,65535,65535,65535,65535,0,65535,65535
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,all,frame_length_bytes,bytes,45,1694,1720.08698064,60,60,115,1270,7254,1210,60,20214
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,all,iat_us,milliseconds,45,1649,3.36732594821,0.006,0.037,0.189,0.694,9.493,0.657,0,520.921
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,all,ip_total_length_bytes,bytes,45,1694,1703.29530394,40,40,101,1256,7240,1216,40,20200
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,all,ipv4_ttl,raw_value,45,1694,64,64,64,64,64,64,0,64,64
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,all,tcp_payload_length_bytes,bytes,45,1694,1663.29530394,0,0,61,1216,7200,1216,0,20160
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,all,tcp_window_raw,raw_value,45,1694,65301.8203467,65535,65535,65535,65535,65535,0,58991,65535
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,c2s,frame_length_bytes,bytes,45,752,228.293081158,60,60,60,214,542,154,60,1499
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,c2s,iat_us,milliseconds,45,752,1.56971574139,0.011,0.027,0.107,0.349,5.216,0.322,0.001,31.367
heldout_primary,general_2026,C26-U-CR-A,trustarc.com,session_balanced,c2s,ip_total_length_bytes,bytes,45,752,211.093045618,40,40,40,200,528,160,40,1485
