cohort_scope,protocol_id,configuration_id,class_name,position,sessions_in_group,contributing_sessions,contributor_fraction
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,16,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,17,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,18,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,19,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,20,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,21,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,22,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,23,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,24,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,25,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,26,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,27,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,28,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,29,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,30,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,31,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,32,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,33,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,34,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,35,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,36,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,37,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,38,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,39,45,45,1
heldout_primary,general_2026,C26-W-FF-B,adblockplus.org,40,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,1,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,2,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,3,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,4,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,5,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,6,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,7,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,8,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,9,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,10,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,11,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,12,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,16,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,17,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,18,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,19,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,20,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,21,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,22,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,23,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,24,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,25,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,26,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,27,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,28,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,29,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,30,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,31,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,32,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,33,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,34,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,35,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,36,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,37,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,38,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,39,45,45,1
heldout_primary,general_2026,C26-W-FF-B,flipboard.com,40,45,45,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,1,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,2,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,3,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,4,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,5,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,6,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,7,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,8,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,9,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,10,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,11,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,12,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,13,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,14,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,15,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,16,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,17,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,18,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,19,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,20,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,21,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,22,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,23,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,24,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,25,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,26,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,27,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,28,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,29,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,30,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,31,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,32,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,33,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,34,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,35,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,36,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,37,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,38,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,39,41,41,1
heldout_primary,general_2026,C26-W-FF-B,garmin.com,40,41,41,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,1,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,2,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,3,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,4,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,5,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,6,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,7,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,8,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,9,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,10,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,11,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,12,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,16,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,17,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,18,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,19,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,20,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,21,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,22,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,23,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,24,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,25,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,26,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,27,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,28,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,29,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,30,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,31,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,32,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,33,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,34,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,35,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,36,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,37,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,38,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,39,45,45,1
heldout_primary,general_2026,C26-W-FF-B,getpocket.com,40,45,45,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,1,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,2,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,3,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,4,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,5,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,6,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,7,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,8,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,9,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,10,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,11,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,12,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,13,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,14,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,15,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,16,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,17,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,18,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,19,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,20,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,21,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,22,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,23,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,24,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,25,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,26,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,27,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,28,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,29,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,30,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,31,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,32,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,33,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,34,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,35,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,36,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,37,35,35,1
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,38,35,32,0.914285714286
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,39,35,26,0.742857142857
heldout_primary,general_2026,C26-W-FF-B,joinhoney.com,40,35,26,0.742857142857
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,1,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,2,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,3,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,4,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,5,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,6,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,7,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,8,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,9,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,10,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,11,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,12,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,16,45,43,0.955555555556
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,17,45,41,0.911111111111
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,18,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,19,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,20,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,21,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,22,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,23,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,24,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,25,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,26,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,27,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,28,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,29,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,30,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,31,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,32,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,33,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,34,45,39,0.866666666667
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,35,45,38,0.844444444444
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,36,45,34,0.755555555556
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,37,45,34,0.755555555556
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,38,45,19,0.422222222222
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,39,45,19,0.422222222222
heldout_primary,general_2026,C26-W-FF-B,trustarc.com,40,45,19,0.422222222222
heldout_primary,general_2026,C26-W-FF-B,waze.com,1,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,2,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,3,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,4,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,5,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,6,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,7,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,8,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,9,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,10,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,11,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,12,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,16,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,17,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,18,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,19,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,20,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,21,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,22,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,23,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,24,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,25,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,26,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,27,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,28,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,29,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,30,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,31,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,32,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,33,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,34,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,35,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,36,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,37,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,38,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,39,45,45,1
heldout_primary,general_2026,C26-W-FF-B,waze.com,40,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,1,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,2,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,3,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,4,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,5,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,6,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,7,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,8,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,9,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,10,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,11,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,12,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,16,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,17,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,18,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,19,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,20,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,21,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,22,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,23,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,24,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,25,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,26,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,27,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,28,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,29,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,30,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,31,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,32,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,33,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,34,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,35,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,36,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,37,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,38,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,39,45,45,1
heldout_primary,general_2026,C26-W-FF-B,ubuntu.com,40,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,1,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,2,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,3,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,4,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,5,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,6,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,7,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,8,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,9,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,10,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,11,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,12,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,13,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,14,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,15,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,16,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,17,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,18,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,19,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,20,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,21,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,22,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,23,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,24,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,25,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,26,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,27,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,28,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,29,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,30,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,31,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,32,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,33,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,34,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,35,45,45,1
heldout_primary,general_2026,C26-W-FF-B,web.de,36,45,44,0.977777777778
heldout_primary,general_2026,C26-W-FF-B,web.de,37,45,44,0.977777777778
heldout_primary,general_2026,C26-W-FF-B,web.de,38,45,44,0.977777777778
heldout_primary,general_2026,C26-W-FF-B,web.de,39,45,44,0.977777777778
heldout_primary,general_2026,C26-W-FF-B,web.de,40,45,43,0.955555555556
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,1,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,2,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,3,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,4,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,5,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,6,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,7,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,8,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,9,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,10,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,11,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,12,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,13,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,14,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,15,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,16,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,17,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,18,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,19,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,20,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,21,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,22,45,45,1
heldout_primary,temporal_2024_to_2026,C24-U-CR-A,adblockplus.org,23,45,45,1
