scheme_id,paper_id,dataset_id,task_family,task_name,label_scheme_key,label_semantics,class_cardinality,cardinality_type,class_type,input_units,design_ids,component_roles,complete_scheme_in_dataset,eligibility_status,exclusion_reason,evidence_ids
SCH0224,P26148,DS-CIC-IDS-2017,security_state_classification,CIC-IDS2017 continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0134,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
SCH0225,P26148,DS-CSE-CIC-IDS-2018,security_state_classification,CSE-CIC-IDS2018 continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0135,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
SCH0226,P26148,DS-CTU-13,security_state_classification,CTU-13 continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0136,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
SCH0227,P26148,DS-KDDCUP-99,security_state_classification,KDD Cup 1999 continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0137,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
SCH0228,P26148,DS-KDDCUP-99,security_state_classification,NSL-KDD continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0138,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
SCH0229,P26148,DS-UNSW-NB15,security_state_classification,UNSW-NB15 continual intrusion detection,benign_versus_attack|2,benign versus attack,2,exact,binary,network flow record,DES0139,both_or_unspecified,yes,eligible,,EVD1802 | EVD1813 | EVD1812
SCH0230,P35345,DS-CROSS-PLATFORM-2017,semantic_inference,CrossPlatform iOS-China app classification,traffic class or application/malware identity::30,traffic class or application/malware identity,30,exact,multiclass,flow,DES0376,both,yes,eligible,,EVD2033
SCH0231,P35345,DS-MALWARE-TRAFFIC-ANALYSIS-NET,security_state_classification,Malware-Traffic-Analysis.net family classification,traffic class or application/malware identity::10,traffic class or application/malware identity,10,exact,multiclass,flow,DES0378,both,yes,eligible,,EVD2035
SCH0232,P35345,DS-USTC-TFC-2016,other_eligible_fixed_labels,USTC-TFC traffic classification,traffic class or application/malware identity::20,traffic class or application/malware identity,20,exact,multiclass,flow,DES0377,both,yes,eligible,,EVD2034
SCH0233,P35345,DS-ISCX-VPN-2016,other_eligible_fixed_labels,ISCXVPN traffic classification,traffic class or application/malware identity::7,traffic class or application/malware identity,7,exact,multiclass,flow,DES0375,both,yes,eligible,,EVD2032
SCH0234,P38630,DS-SIVANATHAN-IOT-2018,endpoint_or_platform_identification,IoT device-category classification,ten iot device categories::10,ten IoT device categories,10,exact,multiclass,flow,DES0380,both,yes,eligible,,EVD2037 | EVD2038
SCH0235,P38761,DS-CIC-IOT-2022,security_state_classification,CIC-IoT-2022 traffic-type classification,iot traffic/attack type::3,IoT traffic/attack type,3,exact,multiclass,flow,DES0382,both,yes,eligible,,EVD2040
SCH0236,P38761,DS-BOT-IOT,security_state_classification,BoT-IoT attack-type classification,attack/traffic type::4,attack/traffic type,4,exact,multiclass,flow,DES0381,both,yes,eligible,,EVD2039
SCH0237,P38761,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN traffic classification,vpn traffic class::7,VPN traffic class,7,exact,multiclass,flow,DES0383,both,yes,eligible,,EVD2041
SCH0238,P38761,DS-PEERRUSH,semantic_inference,PeerRush application classification,peer-to-peer application identity::3,peer-to-peer application identity,3,exact,multiclass,flow,DES0384,both,yes,eligible,,EVD2042
SCH0239,P38798,DS-UNSW-NB15,security_state_classification,UNSW-NB15 multiclass intrusion classification,seven benign/attack-group classes::7,seven benign/attack-group classes,7,exact,multiclass,flow,DES0386,both,yes,eligible,,EVD2044
SCH0240,P38798,DS-CIC-IDS-2017,security_state_classification,CICIDS-2017 multiclass intrusion classification,benign plus six attack-group classes::7,benign plus six attack-group classes,7,exact,multiclass,flow,DES0385,both,yes,eligible,,EVD2043
SCH0241,P38868,DS-SIVANATHAN-IOT-2018,endpoint_or_platform_identification,IoT device-type classification,iot device type::28,IoT device type,28,exact,multiclass,flow,DES0388,both,yes,eligible,,EVD2046 | EVD1815
SCH0242,P39009,DS-P39009-CJ-SNIFFER-CONTRAST-CAMPUS-LAB,security_state_classification,CJ-Sniffer end-to-end hierarchical traffic classification,"cryptojacking, user-initiated cryptomining, or other traffic::3","cryptojacking, user-initiated cryptomining, or other traffic",3,exact,multiclass,connection_or_processing_window,DES0389,background,no,eligible,,EVD2047 | EVD2048 | EVD2049
SCH0243,P39009,DS-P39009-CJ-SNIFFER-CRYPTOMINING-2022,security_state_classification,CJ-Sniffer end-to-end hierarchical traffic classification,"cryptojacking, user-initiated cryptomining, or other traffic::3","cryptojacking, user-initiated cryptomining, or other traffic",3,exact,multiclass,connection_or_processing_window,DES0389,both,no,eligible,,EVD2047 | EVD2049 | EVD1816
SCH0244,P39064,DS-USTC-TFC-2016,other_eligible_fixed_labels,USTC-TFC traffic-family classification,ten benign applications plus ten malware families::20,ten benign applications plus ten malware families,20,exact,multiclass,burst,DES0393,both,yes,eligible,,EVD2053
SCH0245,P39064,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN service classification,service identity::12,service identity,12,exact,multiclass,burst,DES0395,both,yes,eligible,,EVD2055
SCH0246,P39064,DS-CSE-CIC-IDS-2018,security_state_classification,CIC-IDS2018 attack/benign-type classification,benign plus seven attack classes::8,benign plus seven attack classes,8,exact,multiclass,burst,DES0392,both,yes,eligible,,EVD2052
SCH0247,P39064,DS-CROSS-PLATFORM-2017,semantic_inference,Cross-Platform Android app classification,android application identity::71,Android application identity,71,exact,multiclass,burst,DES0397,both,yes,eligible,,EVD2057
SCH0248,P39064,DS-ISCX-VPN-2016,semantic_inference,ISCX-VPN application classification,application identity::17,application identity,17,exact,multiclass,burst,DES0394,both,yes,eligible,,EVD2054
SCH0249,P39064,DS-ISCX-TOR-2016,semantic_inference,ISCX-Tor application classification,application identity across tor/non-tor traffic::16,application identity across Tor/non-Tor traffic,16,exact,multiclass,burst,DES0396,both,yes,eligible,,EVD2056
SCH0250,P39403,DS-P39403-IXP-BLACKHOLE-2019-2021,security_state_classification,Blackholing-based DDoS detection,benign_versus_blackholing_or_ddos_traffic|2,benign versus blackholing or DDoS traffic,2,exact,binary,aggregated IXP flow record,DES0140 | DES0141 | DES0142 | DES0143,both_or_unspecified,yes,eligible,,EVD1825 | EVD1829 | EVD1826
SCH0251,P39403,DS-P39403-SELF-ATTACK-2021,security_state_classification,Self-attack evaluation,benign_versus_ddos_traffic|2,benign versus DDoS traffic,2,exact,binary,aggregated IXP flow record,,positive_only,no,excluded,one-class attack-only evaluation,EVD1830
SCH0252,P39497,DS-AUCKLAND-VI-2001,semantic_inference,Auckland-VI protocol classification,network protocol/application class::5,network protocol/application class,5,exact,multiclass,flow,DES0406,both,yes,eligible,,EVD2066
SCH0253,P39497,DS-P39497-GGFAST-TRACE-E,semantic_inference,Trace E SSH activity classification,ssh traffic class::3,SSH traffic class,3,exact,multiclass,flow,DES0410,both,yes,eligible,,EVD2070
SCH0254,P39497,DS-P39497-GGFAST-TRACE-A,semantic_inference,Trace A layer-7 classification,layer-7 application/service class::15,layer-7 application/service class,15,exact,multiclass,flow,DES0407,both,yes,eligible,,EVD2067
SCH0255,P39497,DS-P39497-GGFAST-TRACE-G,semantic_inference,Trace G clear-to-SSH replay evaluation | Trace G layer-7 classification,layer-7 application/service class::17,layer-7 application/service class,17,exact,multiclass,flow,DES0411 | DES0412,both,yes,eligible,,EVD2071 | EVD2072
SCH0256,P39497,DS-P39497-GGFAST-TRACE-B,semantic_inference,Trace B UDP application classification,udp application class::4,UDP application class,4,exact,multiclass,flow,DES0408,both,yes,eligible,,EVD2068
SCH0257,P39497,DS-P39497-GGFAST-TRACE-D,semantic_inference,Trace D RDP activity classification,rdp traffic class::3,RDP traffic class,3,exact,multiclass,flow,DES0409,both,yes,eligible,,EVD2069
SCH0258,P39771,DS-ISCX-VPN-2016,semantic_inference,ISCXVPN service classification,"application, device state, or service identity::7","application, device state, or service identity",7,exact,multiclass,flow,DES0415,both,yes,eligible,,EVD2075
SCH0259,P39771,DS-CIC-IOT-2022,semantic_inference,CICIOT device-state classification,"application, device state, or service identity::3","application, device state, or service identity",3,exact,multiclass,flow,DES0414,both,yes,eligible,,EVD2074
SCH0260,P39771,DS-PEERRUSH,semantic_inference,PeerRush P2P application classification,"application, device state, or service identity::3","application, device state, or service identity",3,exact,multiclass,flow,DES0413,both,yes,eligible,,EVD2073
SCH0261,P39804,DS-USTC-TFC-2016,semantic_inference,USTC application packet classification,"service, application, or website identity::20","service, application, or website identity",20,exact,multiclass,flow,DES0421,both,yes,eligible,,EVD2081
SCH0262,P39804,DS-ISCX-VPN-2016,semantic_inference,VPN-service packet classification,"service, application, or website identity::6","service, application, or website identity",6,exact,multiclass,flow,DES0419,both,yes,eligible,,EVD2079
SCH0263,P39804,DS-ISCX-VPN-2016,semantic_inference,VPN-application flow classification | VPN-application packet classification under per-packet splitting,application or website identity::16,application or website identity,16,exact,multiclass,flow | packet,DES0423 | DES0425,both,yes,eligible,,EVD2083 | EVD2085 | EVD1832
SCH0264,P39804,DS-ISCX-VPN-2016,semantic_inference,VPN-application packet classification,"service, application, or website identity::16","service, application, or website identity",16,exact,multiclass,flow,DES0420,both,yes,eligible,,EVD2080 | EVD1832
SCH0265,P40493,DS-P40493-HP-OWF,semantic_inference,Active-client page fingerprinting,"96 retained monitored pages, four active-browsing replacement classes, and an unmonitored output::101","96 retained monitored pages, four active-browsing replacement classes, and an unmonitored output",101,exact,multiclass,action_or_visit,DES0429,both,yes,eligible,,EVD2089 | EVD2090
SCH0266,P40493,DS-P40493-HP-OWF,semantic_inference,Main open-world website fingerprinting,100 monitored pages plus an unmonitored output::101,100 monitored pages plus an unmonitored output,101,exact,multiclass,action_or_visit,DES0427,both,yes,eligible,,EVD2087
SCH0267,P40493,DS-P40493-HP-OWF,semantic_inference,Wikipedia open-world sensitivity,100 monitored wikipedia pages plus unmonitored::101,100 monitored Wikipedia pages plus unmonitored,101,exact,multiclass,action_or_visit,DES0428,both,yes,eligible,,EVD2088
SCH0268,P40572,DS-P40572-RADWARE-BOT-2018-2019,security_state_classification,Advanced bot detection,benign_versus_advanced_bot_ip-sequence|2,benign versus advanced bot IP-sequence,2,exact,binary,IP request sequence,DES0144 | DES0145 | DES0146,both_or_unspecified,yes,eligible,,EVD1835 | EVD1833 | EVD1838
SCH0269,P41311,DS-BOOTERS-2015,security_state_classification,Prefix-level DDoS source detection,benign_prefix_versus_attack-source_prefix|2,benign prefix versus attack-source prefix,2,exact,binary,prefix-level traffic aggregate,DES0147 | DES0149 | DES0150,positive_only,no,eligible,,EVD1850
SCH0270,P41311,DS-CIC-DDOS-2019,security_state_classification,Prefix-level DDoS source detection,benign_prefix_versus_attack-source_prefix|2,benign prefix versus attack-source prefix,2,exact,binary,prefix-level traffic aggregate,DES0147 | DES0149 | DES0150,positive_only,no,eligible,,EVD1850
SCH0271,P41311,DS-MAWI,security_state_classification,Prefix-level DDoS source detection,benign_prefix_versus_attack-source_prefix|2,benign prefix versus attack-source prefix,2,exact,binary,prefix-level traffic aggregate,DES0147 | DES0148 | DES0149 | DES0150,negative_only,no,eligible,,EVD1845
SCH0272,P41311,DS-SUCURI-SSDP-2014,security_state_classification,Prefix-level DDoS source detection,benign_prefix_versus_attack-source_prefix|2,benign prefix versus attack-source prefix,2,exact,binary,prefix-level traffic aggregate,DES0147 | DES0149 | DES0150,positive_only,no,eligible,,EVD1850
SCH0273,P41557,DS-DF-2017,semantic_inference,DFset single-tab fingerprinting,website identity::95,website identity,95,exact,multiclass,session_or_trace,DES0430,both,yes,eligible,,EVD2091
SCH0274,P41557,DS-MEI-2023-SINGLE-TAB,semantic_inference,MEI-2023 single-tab fingerprinting,website identity::265,website identity,265,exact,multiclass,session_or_trace,DES0432,both,yes,eligible,,EVD2093
SCH0275,P41557,DS-WANG-WF-2014,semantic_inference,k-NNset single-tab fingerprinting,website identity::100,website identity,100,exact,multiclass,session_or_trace,DES0431,both,yes,eligible,,EVD2092
SCH0276,P41709,DS-P41709-TUNTIGHT-DEPLOYMENT,security_state_classification,Per-query DNS tunnel detection,dns tunnel versus non-tunnel query::2,DNS tunnel versus non-tunnel query,2,exact,binary,dns_query_feature_vector,DES0151,both,no,eligible,,EVD1854 | EVD1852 | EVD1853
SCH0277,P41766,DS-USTC-TFC-2016,semantic_inference,USTC selected-class classification,application/service/website identity::14,application/service/website identity,14,exact,multiclass,flow,DES0440,both,yes,eligible,,EVD2101
SCH0278,P41766,DS-ISCX-VPN-2016,semantic_inference,ISCXVPN application classification,application/service/website identity::11,application/service/website identity,11,exact,multiclass,flow,DES0439,both,yes,eligible,,EVD2100
SCH0279,P41766,DS-CROSS-PLATFORM-2017,semantic_inference,CrossPlatform Android classification,application/service/website identity::197,application/service/website identity,197,exact,multiclass,flow,DES0435,both,yes,eligible,,EVD2096
SCH0280,P41766,DS-ISCX-VPN-2016,semantic_inference,ISCXVPN service classification,application/service/website identity::6,application/service/website identity,6,exact,multiclass,flow,DES0438,both,yes,eligible,,EVD2099
SCH0281,P41766,DS-CROSS-PLATFORM-2017,semantic_inference,CrossPlatform iOS classification,application/service/website identity::190,application/service/website identity,190,exact,multiclass,flow,DES0436,both,yes,eligible,,EVD2097
SCH0282,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,endpoint_or_platform_identification,Device-model identification,device model::410,device model,410,exact,multiclass,device,DES0442,both,yes,eligible,,EVD2103
SCH0283,P42020,DS-P42020-OWL-PUBLIC-WIFI-2019,endpoint_or_platform_identification,Device-type identification,device type::34,device type,34,exact,multiclass,device,DES0441,both,yes,eligible,,EVD2102
SCH0284,P42427,DS-P42427-FOAP-AUTO,semantic_inference,Open-world Android app recognition,target app versus other traffic|2,target app versus other traffic,2,exact,binary,flow,DES0152 | DES0156,both_or_unspecified,yes,eligible,,EVD1855 | EVD1656 | EVD1660
SCH0285,P42427,DS-P42427-FOAP-AUTO,semantic_inference,Executing-path classification,mutually exclusive executing-path identity within a recognized app|2,mutually exclusive executing-path identity within a recognized app,2,lower_bound,multiclass,in_flow_burst,DES0153 | DES0157,both_or_unspecified,yes,eligible,,EVD1855 | EVD1657 | EVD1661
SCH0286,P42427,DS-P42427-FOAP-HUMAN,semantic_inference,Human-use Android app recognition,target app versus other traffic|2,target app versus other traffic,2,exact,binary,flow,DES0154 | DES0156,both_or_unspecified,yes,eligible,,EVD1856 | EVD1660 | EVD1658
SCH0287,P42427,DS-P42427-FOAP-HUMAN,semantic_inference,Human-use executing-path classification,mutually exclusive executing-path identity within a recognized app|2,mutually exclusive executing-path identity within a recognized app,2,lower_bound,multiclass,in_flow_burst,DES0155 | DES0157,both_or_unspecified,yes,eligible,,EVD1856 | EVD1661 | EVD1659
SCH0288,P42427,DS-P42427-PC-BACKGROUND,semantic_inference,Open-world Android app recognition,target app versus other traffic|2,target app versus other traffic,2,exact,binary,flow,DES0152,negative_component,no,eligible,,EVD1858 | EVD1656
SCH0289,P42427,DS-PINGPONG-IOT,semantic_inference,Open-world Android app recognition,target app versus other traffic|2,target app versus other traffic,2,exact,binary,flow,DES0152,negative_component,no,eligible,,EVD1859 | EVD1656
SCH0290,P42427,DS-P42427-MOBILE-WEB,semantic_inference,Open-world Android app recognition,target app versus other traffic|2,target app versus other traffic,2,exact,binary,flow,DES0152,negative_component,no,eligible,,EVD1857 | EVD1656
SCH0291,P42485,DS-P42485-LUMOS,endpoint_or_platform_identification,Leave-one-camera-instance-out type identification,nine device types with one camera instance held out::9,nine device types with one camera instance held out,9,exact,multiclass,device,DES0444,both,yes,eligible,,EVD2105
SCH0292,P42485,DS-P42485-LUMOS,endpoint_or_platform_identification,Unfamiliar-environment device-type identification,nine iot device types::9,nine IoT device types,9,exact,multiclass,device,DES0443,both,yes,eligible,,EVD2104
SCH0293,P42512,DS-P42512-ONLINE-WF,semantic_inference,Exit-to-entry vantage transfer,website identity for up to 750 monitored sites::750,website identity for up to 750 monitored sites,750,exact,multiclass,action_or_visit,DES0447,both,yes,eligible,,EVD2108
SCH0294,P42512,DS-P42512-ONLINE-WF,semantic_inference,Sampled-1000 online prequential WF,sampled monitored websites plus unmonitored::1001,sampled monitored websites plus unmonitored,1001,exact,multiclass,session_or_trace,DES0446,both,yes,eligible,,EVD2107
SCH0295,P42512,DS-P42512-ONLINE-WF,semantic_inference,Top-100 online prequential WF,top-100 websites plus unmonitored::101,top-100 websites plus unmonitored,101,exact,multiclass,session_or_trace,DES0445,both,yes,eligible,,EVD2106
SCH0296,P42516,DS-P42516-MERIT-DEPLOYMENT,semantic_inference,Passive OpenVPN traffic detection,OpenVPN versus non-OpenVPN|2,OpenVPN versus non-OpenVPN,2,exact,binary,flow,DES0158,both_or_unspecified,yes,eligible,,EVD1860 | EVD1662
SCH0297,P42516,DS-P42516-MERIT-TUNING,semantic_inference,Passive OpenVPN traffic detection,OpenVPN versus non-OpenVPN|2,OpenVPN versus non-OpenVPN,2,exact,binary,flow,DES0158,negative_component,no,eligible,,EVD1861 | EVD1662
SCH0298,P42516,DS-P42516-VPN-TUNING,semantic_inference,Passive OpenVPN traffic detection,OpenVPN versus non-OpenVPN|2,OpenVPN versus non-OpenVPN,2,exact,binary,flow,DES0158,positive_component,no,eligible,,EVD1862 | EVD1662
SCH0299,P42624,DS-P42624-WTW-YOUTUBE100,semantic_inference,Cross-title streaming-service classification,three streaming services::3,three streaming services,3,exact,multiclass,dataset,DES0454,target,yes,eligible,,EVD2115
SCH0300,P42624,DS-P42624-WTW-YOUTUBE200,semantic_inference,Cross-title streaming-service classification,three streaming services::3,three streaming services,3,exact,multiclass,dataset,DES0454,source,yes,eligible,,EVD2115
SCH0301,P42624,DS-P42624-WTW-YOUTUBE100,semantic_inference,Top-300 YouTube title classification,300 youtube video titles::300,300 YouTube video titles,300,exact,multiclass,session_or_trace,DES0451,both,no,eligible,,EVD2112
SCH0302,P42624,DS-P42624-WTW-YOUTUBE100,semantic_inference,YouTube100 title classification,video title::100,video title,100,exact,multiclass,session_or_trace,DES0448,both,yes,eligible,,EVD2109
SCH0303,P42624,DS-P42624-WTW-NETFLIXDT,semantic_inference,Cross-title streaming-service classification,three streaming services::3,three streaming services,3,exact,multiclass,dataset,DES0454,source,yes,eligible,,EVD2115
SCH0304,P42624,DS-P42624-WTW-NETFLIX,semantic_inference,Cross-title streaming-service classification,three streaming services::3,three streaming services,3,exact,multiclass,dataset,DES0454,target,yes,eligible,,EVD2115
SCH0305,P42624,DS-P42624-WTW-YOUTUBE100,semantic_inference,Open-world YouTube-title recognition,100 known titles plus unseen::101,100 known titles plus one unseen output class,101,exact,multiclass,dataset,DES0455,source,no,eligible,,EVD2116
SCH0306,P42624,DS-P42624-WTW-YOUTUBE200,semantic_inference,Top-300 YouTube title classification,300 youtube video titles::300,300 YouTube video titles,300,exact,multiclass,session_or_trace,DES0451,both,no,eligible,,EVD2112
SCH0307,P42624,DS-P42624-WTW-WEB,semantic_inference,Open-world YouTube-title recognition,100 known titles plus unseen::101,100 known titles plus unseen,101,exact,multiclass,dataset,DES0455,background,no,eligible,,EVD2116
SCH0308,P42624,DS-P42624-WTW-YOUTUBECA,semantic_inference,Carrier-aggregation transfer,100 youtube video titles::100,100 YouTube video titles,100,exact,multiclass,dataset,DES0453,target,yes,eligible,,EVD2114
SCH0309,P42624,DS-P42624-WTW-NETFLIX,semantic_inference,Open-world YouTube-title recognition,100 known titles plus unseen::101,100 known titles plus unseen,101,exact,multiclass,dataset,DES0455,background,no,eligible,,EVD2116
SCH0310,P42624,DS-P42624-WTW-AMAZON,semantic_inference,Cross-title streaming-service classification,three streaming services::3,three streaming services,3,exact,multiclass,dataset,DES0454,target,yes,eligible,,EVD2115
SCH0311,P42624,DS-P42624-WTW-NETFLIX,semantic_inference,Netflix title classification,video title::22,video title,22,exact,multiclass,session_or_trace,DES0449,both,yes,eligible,,EVD2110
SCH0312,P42624,DS-P42624-WTW-YOUTUBE100,semantic_inference,Carrier-aggregation transfer | Cross-MNO title transfer,100 youtube video titles::100,100 YouTube video titles,100,exact,multiclass,dataset | session_or_trace,DES0452 | DES0453,both | source,yes,eligible,,EVD2113 | EVD2114
SCH0313,P42624,DS-P42624-WTW-AMAZONDT,semantic_inference,Cross-title streaming-service classification,three streaming services::3,three streaming services,3,exact,multiclass,dataset,DES0454,source,yes,eligible,,EVD2115
SCH0314,P42624,DS-P42624-WTW-TELECONF,semantic_inference,Open-world YouTube-title recognition,100 known titles plus unseen::101,100 known titles plus unseen,101,exact,multiclass,dataset,DES0455,background,no,eligible,,EVD2116
SCH0315,P42624,DS-P42624-WTW-AMAZON,semantic_inference,Amazon title classification,video title::32,video title,32,exact,multiclass,session_or_trace,DES0450,both,yes,eligible,,EVD2111
SCH0316,P42624,DS-P42624-WTW-YOUTUBE200,semantic_inference,Open-world YouTube-title recognition,100 known titles plus unseen::101,100 known titles plus unseen,101,exact,multiclass,dataset,DES0455,background,no,eligible,,EVD2116
SCH0317,P42690,DS-UAV-ACTIVITY-LABAYEN-2020,semantic_inference,UAV activity fingerprinting,uav activity class::4,UAV activity class,4,exact,multiclass,session_or_trace,DES0456,both,yes,eligible,,EVD2117
SCH0318,P42690,DS-IOT-SENTINEL-2017,endpoint_or_platform_identification,IoT device identification,iot device type::27,IoT device type,27,exact,multiclass,session_or_trace,DES0459,both,yes,eligible,,EVD2120
SCH0319,P42690,DS-P42690-INPUT-AGNOSTIC-SWF-2020,semantic_inference,SWF original-to-perturbed evaluation | SWF perturbed matched-condition retraining | Website fingerprinting,website identity::24,website identity,24,exact,multiclass,session_or_trace,DES0457 | DES0460 | DES0461,both,yes,eligible,,EVD2118 | EVD2121 | EVD2122
SCH0320,P42933,DS-P42933-LBNL-SSH,security_state_classification,Interactive SSH impostor detection,claimed user versus impostor|2,claimed user versus impostor,2,exact,binary,interactive_session,DES0159 | DES0160 | DES0161,both_or_unspecified,yes,eligible,,EVD1863 | EVD1663 | EVD1664 | EVD1665
SCH0321,P42933,DS-P42933-LBNL-SSH,endpoint_or_platform_identification,Interactive SSH user identification,user identity|183,user identity,183,exact,multiclass,interactive_session,DES0162,both_or_unspecified,yes,eligible,,EVD1863 | EVD1666
SCH0322,P42933,DS-P42933-LBNL-TELNET,security_state_classification,Interactive Telnet and Rlogin impostor detection,claimed user versus impostor|2,claimed user versus impostor,2,exact,binary,interactive_session,DES0163,both_or_unspecified,yes,eligible,,EVD1864 | EVD1667
SCH0323,P43021,DS-P43021-VA-FP,semantic_inference,Alexa streaming-command fingerprinting,streaming command identity::15,streaming command identity,15,exact,multiclass,action_or_visit,DES0467,both,yes,eligible,,EVD2128
SCH0324,P43021,DS-DEEPVC-ALEXA-2019,semantic_inference,DeepVC benchmark voice-command fingerprinting,voice command identity::100,voice command identity,100,exact,multiclass,action_or_visit,DES0464,both,yes,eligible,,EVD2125
SCH0325,P43021,DS-P43021-VA-FP,semantic_inference,Alexa skills fingerprinting,voice assistant skill identity::100,voice assistant skill identity,100,exact,multiclass,action_or_visit,DES0466,both,yes,eligible,,EVD2127
SCH0326,P43021,DS-P43021-VA-FP,semantic_inference,Five-user real-world known-command evaluation,known voice command identity::15,known voice command identity,15,exact,multiclass,action_or_visit,DES0471,both,yes,eligible,,EVD2132
SCH0327,P43021,DS-P43021-VA-FP,semantic_inference,Cross-assistant simple-command matched evaluation | Lab-to-new-home cross-environment command fingerprinting,voice command identity::50,voice command identity,50,exact,multiclass,action_or_visit,DES0468 | DES0470,both,yes,eligible,,EVD2129 | EVD2131
SCH0328,P43021,DS-P43021-VA-FP,semantic_inference,Alexa simple-command fingerprinting | Mix100 chronological command fingerprinting,voice command identity::100,voice command identity,100,exact,multiclass,action_or_visit,DES0465 | DES0469,both,yes,eligible,,EVD2126 | EVD2130
SCH0329,P43026,DS-DF-2017,semantic_inference,Bandwidth-proxy fastest/slowest holdout | DF closed-world website fingerprinting | DF defended full-knowledge evaluation | Partial-knowledge WTF-PAD distribution evaluation,website identity::95,website identity,95,exact,multiclass,action_or_visit | session_or_trace,DES0472 | DES0474 | DES0476 | DES0477,both,yes,eligible,,EVD2133 | EVD2135 | EVD2137 | EVD2138
SCH0330,P43026,DS-DF-2017,semantic_inference,DF open-world website fingerprinting,95 monitored website identities with unmonitored background::95,95 monitored website identities with unmonitored background,95,exact,multiclass,action_or_visit,DES0478,both,yes,eligible,,EVD2139
SCH0331,P43026,DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,semantic_inference,Live Walkie-Talkie closed-world website fingerprinting | Walkie-Talkie defended full-knowledge evaluation,website identity::100,website identity,100,exact,multiclass,action_or_visit | session_or_trace,DES0473 | DES0475,both,yes,eligible,,EVD2134 | EVD2136
SCH0332,P43500,DS-P43500-P43500-ALEXA-WSC-HMM,semantic_inference,Browsing-history website-set fingerprinting,website identity in multi-page browsing history::100,website identity in multi-page browsing history,100,exact,multiclass,session_or_trace,DES0481,target,yes,eligible,,EVD2142
SCH0333,P43500,DS-P43500-P43500-ALEXA-WSC-FG,semantic_inference,ALEXA open-world monitored-site identification,100 monitored website identities with background rejection::100,100 monitored website identities with background rejection,100,exact,multiclass,action_or_visit,DES0482,both,yes,eligible,,EVD2143
SCH0334,P43500,DS-P43500-P43500-ALEXA-WSC-BG,semantic_inference,ALEXA open-world monitored-site identification,100 monitored website identities with background rejection::100,100 monitored website identities with background rejection,100,exact,multiclass,action_or_visit,DES0482,background,no,eligible,,EVD2143
SCH0335,P43500,DS-P43500-P43500-ALEXA-WSC-FG,semantic_inference,Browsing-history website-set fingerprinting,website identity in multi-page browsing history::100,website identity in multi-page browsing history,100,exact,multiclass,session_or_trace,DES0481,source,yes,eligible,,EVD2142
SCH0336,P43500,DS-P43500-P43500-TRANCO-WSC-FG,semantic_inference,TRANCO closed-world website-set fingerprinting,website identity::100,website identity,100,exact,multiclass,action_or_visit,DES0480,both,yes,eligible,,EVD2141
SCH0337,P43500,DS-P43500-P43500-ALEXA-WSC-FG,semantic_inference,ALEXA closed-world website-set fingerprinting,website identity::100,website identity,100,exact,multiclass,action_or_visit,DES0479,both,yes,eligible,,EVD2140
SCH0338,P43680,DS-CIRA-CIC-DOHBRW-2020,security_state_classification,DNS over HTTPS tunnel tool classification,"benign, dns2tcp, dnscat2, and iodine::4","Benign, DNS2TCP, DNSCat2, and Iodine",4,exact,multiclass,network_flow,DES0164,both,yes,eligible,,EVD1869 | EVD1865
SCH0339,P43680,DS-TII-SSRC-23,security_state_classification,Intrusion traffic classification,"benign-audio, benign-video, bruteforce-http, bruteforce-telnet, and mirai::5","Benign-audio, Benign-video, BruteForce-http, BruteForce-telnet, and Mirai",5,exact,multiclass,network_flow,DES0165,both,yes,eligible,,EVD1869 | EVD1865
SCH0340,P43793,DS-P43793-FBSAD,security_state_classification,Fake base-station packet classification,fake-base-station versus benign packet|2,fake-base-station versus benign packet,2,exact,binary,packet,DES0166,both_or_unspecified,yes,eligible,,EVD1870 | EVD1668
SCH0341,P43793,DS-P43793-FBSAD,security_state_classification,Fake base-station trace classification,fake-base-station versus benign trace|2,fake-base-station versus benign trace,2,exact,binary,trace,DES0166 | DES0167 | DES0170,both_or_unspecified,yes,eligible,,EVD1870 | EVD1668 | EVD1669 | EVD1672
SCH0342,P43793,DS-P43793-LAB-VALIDATION,security_state_classification,Deployed fake base-station detection,fake-base-station versus benign trace|2,fake-base-station versus benign trace,2,exact,binary,trace,DES0167 | DES0170,both_or_unspecified,yes,eligible,,EVD1871 | EVD1669 | EVD1672
