use_id,paper_id,dataset_id,reported_names,evaluation_roles,task_families,scheme_ids,design_ids,complete_scheme_count,partial_component_scheme_count,evidence_ids
USE0262,P48207,DS-GRESCHBACH-DNS-TOR-UNMONITORED,large unmonitored dataset | Greschbach dataset,background_open_world | test,semantic_inference,SCH0412,DES0560,1,0,EVD0585 | EVD1879 | EVD2226
USE0263,P48207,DS-DF-2017,DF | Undefended | WTF-PAD | Walkie-Talkie,training | validation | test,semantic_inference,SCH0411,DES0557,1,0,EVD0577 | EVD2223
USE0264,P48207,DS-DYNAFLOW-LU-2018-SOURCE,DynaFlow | DynaFlow configurations,training | validation | test,semantic_inference,SCH0413,DES0559,1,0,EVD0595 | EVD2225
USE0265,P48246,DS-P48246-GANDALF,GDLF25 | GDLF21 | GDLF-OW | GDLF-OW-old,training | validation | background_open_world | test,semantic_inference,SCH0416,DES0562,1,0,EVD0456 | EVD0590 | EVD0671 | EVD2228
USE0266,P48246,DS-AWF-2017,AWF | AWF1 | AWF2 | AWF-OW,training | validation | background_open_world | test,semantic_inference,SCH0415,DES0561,1,0,EVD0627 | EVD2227
USE0267,P48246,DS-DF-2017,DF | Deep Fingerprinting dataset,training | validation | test,semantic_inference,SCH0414,DES0563,1,0,EVD0803 | EVD2229
USE0268,P48290,DS-P48290-QUIC-TCP-WF-2021,QUIC-TCP dataset | combined QUIC-TCP dataset | closed-world dataset | open-world dataset,training | validation | background_open_world | test,semantic_inference,SCH0417,DES0564 | DES0565,1,0,EVD0746 | EVD1880 | EVD2230 | EVD2231
USE0269,P48305,DS-PINGPONG-IOT,PingPong | PP | PINGPONG,training | validation | test,endpoint_or_platform_identification,SCH0439,DES0569,1,0,EVD0557 | EVD2235
USE0270,P48305,DS-P48305-HOMESNITCH-FLORIDA-2020,HomeSnitch | HS,training | validation | test,endpoint_or_platform_identification,SCH0420 | SCH0421 | SCH0434 | SCH0437 | SCH0440 | SCH0443 | SCH0444,DES0567 | DES0573 | DES0578 | DES0579 | DES0580 | DES0581 | DES0582 | DES0587,7,0,EVD0597 | EVD2233 | EVD2240 | EVD2241 | EVD2248 | EVD2249 | EVD2250 | EVD2251 | EVD2252 | EVD2253 | EVD2254 | EVD2255 | EVD2256 | EVD2257 | EVD2262
USE0271,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2021-RECAPTURE,Our (2021) | new Our dataset,test,endpoint_or_platform_identification,SCH0419,DES0572 | DES0586,1,0,EVD0467 | EVD0493 | EVD2238 | EVD2239 | EVD2261
USE0272,P48305,DS-P48305-IOT-GENERALIZABILITY-OWN-NC-2020,Our work | our dataset | Lab,training | validation | test,endpoint_or_platform_identification,SCH0424 | SCH0425 | SCH0430 | SCH0431 | SCH0432 | SCH0438,DES0568 | DES0572 | DES0576 | DES0577 | DES0580 | DES0581 | DES0582 | DES0586,6,0,EVD0496 | EVD2234 | EVD2238 | EVD2239 | EVD2244 | EVD2245 | EVD2246 | EVD2247 | EVD2252 | EVD2253 | EVD2254 | EVD2255 | EVD2256 | EVD2257 | EVD2261
USE0273,P48305,DS-MONIOT-2019,Mon(IoT)r_US | MONIOT-US | Mon(IoT)r_UK | MONIOT-UK,training | validation | test,endpoint_or_platform_identification,SCH0429 | SCH0436 | SCH0445,DES0566 | DES0574 | DES0575 | DES0583 | DES0584 | DES0585,3,0,EVD0521 | EVD0715 | EVD2232 | EVD2242 | EVD2243 | EVD2258 | EVD2259 | EVD2260
USE0274,P48305,DS-P48305-HOMESNITCH-FLORIDA-2021-RECAPTURE,HS (2021) | new HomeSnitch dataset,test,endpoint_or_platform_identification,SCH0423 | SCH0442,DES0573 | DES0587,2,0,EVD0570 | EVD0643 | EVD2240 | EVD2241 | EVD2262
USE0275,P48305,DS-SIVANATHAN-IOT-2018,UNSW | Sivanathan dataset,training | validation | test,endpoint_or_platform_identification,SCH0426,DES0570,1,0,EVD0768 | EVD2236
USE0276,P48305,DS-YOURTHINGS-2019,YourThings | YTH,training | validation | test,endpoint_or_platform_identification,SCH0418 | SCH0422 | SCH0427 | SCH0428 | SCH0433 | SCH0435 | SCH0441,DES0571 | DES0575 | DES0576 | DES0577 | DES0578 | DES0579 | DES0580 | DES0581 | DES0582 | DES0583 | DES0584 | DES0585,7,0,EVD0499 | EVD2237 | EVD2243 | EVD2244 | EVD2245 | EVD2246 | EVD2247 | EVD2248 | EVD2249 | EVD2250 | EVD2251 | EVD2252 | EVD2253 | EVD2254 | EVD2255 | EVD2256 | EVD2257 | EVD2258 | EVD2259 | EVD2260
USE0277,P48443,DS-P48443-EXPLAINWF-LIVE-TOR,"D(wget2, tor) | wget2 live-Tor dataset",training | validation | test,semantic_inference,SCH0447,DES0588 | DES0590 | DES0591 | DES0594,1,0,EVD0644 | EVD2264 | EVD2266 | EVD2267 | EVD2270
USE0278,P48443,DS-P48443-EXPLAINWF-SHADOW,"D(wget2, shadow) | wget2 Shadow dataset | D(low, seed 1) | D(low, seed 2) | D(low, seed 3) | D(base, seed 1) | D(base, seed 2) | D(base, seed 3) | D(high, seed 1) | D(high, seed 2) | D(high, seed 3)",training | validation | test,semantic_inference,SCH0446,DES0589 | DES0590 | DES0591 | DES0592 | DES0593 | DES0594,1,0,EVD0468 | EVD0492 | EVD0494 | EVD0537 | EVD0560 | EVD0665 | EVD0666 | EVD0728 | EVD0770 | EVD0772 | EVD2265 | EVD2266 | EVD2267 | EVD2268 | EVD2269 | EVD2270
USE0279,P48659,DS-P48659-LONGENOUGH,LongEnough | LongEnough-undefended | LongEnough-defended | LongEnough-variable | variable-bandwidth dataset,training | validation | test,semantic_inference,SCH0448,DES0595 | DES0596 | DES0597,1,0,EVD0589 | EVD0744 | EVD2271 | EVD2272 | EVD2273
USE0280,P48723,DS-P48723-TEX-2023,not_reported,not_reported,security_state_classification,SCH0450,DES0183,1,0,EVD1685 | EVD1882
USE0281,P48723,DS-P48723-TEX-2022,not_reported,not_reported,security_state_classification,SCH0449,DES0180 | DES0181 | DES0182 | DES0183,1,0,EVD1682 | EVD1683 | EVD1684 | EVD1685 | EVD1881
USE0282,P16247,DS-CIRA-CIC-DOHBRW-2020,DoHBrw-NetEnv,training | validation | test,security_state_classification,SCH0454,DES0185,1,0,EVD0640 | EVD2286 | EVD2287 | EVD2288 | EVD2289 | EVD2290 | EVD2291
USE0283,P16247,DS-P16247-DOHBRW-ALL-2024,DoHBrw-ALL,training | validation | test,security_state_classification | semantic_inference,SCH0141 | SCH0453,DES0184 | DES0186 | DES0318 | DES0322 | DES0324,2,0,EVD0793 | EVD1970 | EVD1974 | EVD1976 | EVD2280 | EVD2281 | EVD2282 | EVD2283 | EVD2284 | EVD2285 | EVD2292 | EVD2293 | EVD2294 | EVD2295 | EVD2296 | EVD2297
USE0284,P16931,DS-P16931-GITHUB500,Github500 | Github dataset,training | validation | test,semantic_inference,SCH0458,DES0190,1,0,EVD0602 | EVD2316 | EVD2317 | EVD2318 | EVD2319 | EVD2320 | EVD2321
USE0285,P16931,DS-P16931-WIKI19000,Wiki19000 | Wikipedia dataset,training | validation | test,semantic_inference,SCH0455 | SCH0456 | SCH0457 | SCH0459,DES0187 | DES0188 | DES0189 | DES0190,3,1,EVD0727 | EVD2298 | EVD2299 | EVD2300 | EVD2301 | EVD2302 | EVD2303 | EVD2304 | EVD2305 | EVD2306 | EVD2307 | EVD2308 | EVD2309 | EVD2310 | EVD2311 | EVD2312 | EVD2313 | EVD2314 | EVD2315 | EVD2316 | EVD2317 | EVD2318 | EVD2319 | EVD2320 | EVD2321
USE0286,P17290,DS-P17290-ODOH,Original Collection | first-round ODoH dataset | 2nd Round Collection | second batch,training | validation | test,semantic_inference,SCH0460,DES0191 | DES0192 | DES0193,1,0,EVD0460 | EVD0564 | EVD0809 | EVD2322 | EVD2323 | EVD2324 | EVD2325 | EVD2326 | EVD2327 | EVD2328 | EVD2329 | EVD2330 | EVD2331 | EVD2332 | EVD2333 | EVD2334 | EVD2335 | EVD2336 | EVD2337 | EVD2338 | EVD2339
USE0287,P17610,DS-P17610-CHLO,lab dataset | training dataset | sanity-check dataset | campus ground-truth sessions,training | validation | test,endpoint_or_platform_identification,SCH0461 | SCH0462 | SCH0463 | SCH0464,DES0194 | DES0195 | DES0196 | DES0197 | DES0198 | DES0199 | DES0200 | DES0201,4,0,EVD0484 | EVD0583 | EVD2340 | EVD2341 | EVD2342 | EVD2343 | EVD2344 | EVD2345 | EVD2346 | EVD2347 | EVD2348 | EVD2349 | EVD2350 | EVD2351 | EVD2352 | EVD2353 | EVD2354 | EVD2355 | EVD2356 | EVD2357 | EVD2358 | EVD2359 | EVD2360 | EVD2361 | EVD2362 | EVD2363 | EVD2364 | EVD2365 | EVD2366 | EVD2367 | EVD2368 | EVD2369 | EVD2370 | EVD2371 | EVD2372 | EVD2373 | EVD2374 | EVD2375 | EVD2376 | EVD2377 | EVD2378 | EVD2379 | EVD2380 | EVD2381 | EVD2382 | EVD2383 | EVD2384 | EVD2385 | EVD2386 | EVD2387 | EVD2388 | EVD2389 | EVD2390 | EVD2391
USE0288,P17815,DS-P17815-ENCRYPTED-DNS,LOC1 | EDNS0-128 | EDNS0-468 | EDNS0-128-adblock | LOC2 | LOC3 | RPI | GOOGLE | CLOUD | CL-FF | OW | open-world dataset | WEB | TOR | DOT,training | validation | background_open_world | test,semantic_inference,SCH0465 | SCH0466,DES0202 | DES0203 | DES0204,2,0,EVD0470 | EVD0475 | EVD0491 | EVD0541 | EVD0549 | EVD0550 | EVD0555 | EVD0559 | EVD0569 | EVD0615 | EVD0620 | EVD0648 | EVD0651 | EVD0675 | EVD0676 | EVD0680 | EVD0693 | EVD0724 | EVD0741 | EVD0758 | EVD0763 | EVD0775 | EVD2392 | EVD2393 | EVD2394 | EVD2395 | EVD2396 | EVD2397 | EVD2398 | EVD2399 | EVD2400 | EVD2401 | EVD2402 | EVD2403 | EVD2404 | EVD2405 | EVD2406 | EVD2407 | EVD2408 | EVD2409
USE0289,P18222,DS-CIC-INVES-ANDMAL-2019,not_reported,not_reported,security_state_classification,SCH0467,DES0206 | DES0207,0,1,EVD2417 | EVD2418 | EVD2419 | EVD2420 | EVD2421 | EVD2422 | EVD2423 | EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
USE0290,P18222,DS-CIRA-CIC-DOHBRW-2020,not_reported,not_reported,security_state_classification,SCH0468,DES0205 | DES0207,1,0,EVD2410 | EVD2411 | EVD2412 | EVD2413 | EVD2414 | EVD2415 | EVD2416 | EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
USE0291,P18222,DS-CSE-CIC-IDS-2018,not_reported,not_reported,security_state_classification,SCH0469,DES0206 | DES0207,1,0,EVD2417 | EVD2418 | EVD2419 | EVD2420 | EVD2421 | EVD2422 | EVD2423 | EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
USE0292,P38868,DS-P38868-CATO-CAMPUS-APP-TRAFFIC,app-class dataset | campus web-application traffic,training | validation | test,semantic_inference,SCH0470,DES0208,1,0,EVD0481 | EVD0684 | EVD2431 | EVD2432 | EVD2433 | EVD2434 | EVD2435 | EVD2436
USE0293,P39015,DS-CIC-INVES-ANDMAL-2019,CICInvesAndMal2019 | AndMal2019,training | test,security_state_classification,SCH0472 | SCH0473,DES0210 | DES0212,2,0,EVD0509 | EVD0736 | EVD2443 | EVD2444 | EVD2445 | EVD2446 | EVD2447 | EVD2448 | EVD2455 | EVD2456 | EVD2457 | EVD2458 | EVD2459 | EVD2460
USE0294,P39015,DS-P39015-ENCMAL2021,EncMal2021 | our collected dataset,training | test,security_state_classification,SCH0471 | SCH0474,DES0209 | DES0211,2,0,EVD0572 | EVD0765 | EVD2437 | EVD2438 | EVD2439 | EVD2440 | EVD2441 | EVD2442 | EVD2449 | EVD2450 | EVD2451 | EVD2452 | EVD2453 | EVD2454
USE0295,P39111,DS-CIRA-CIC-DOHBRW-2020,not_reported,not_reported,security_state_classification,SCH0477,DES0214,0,1,EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
USE0296,P39111,DS-P39111-METASPLOIT-2024,not_reported,not_reported,security_state_classification,SCH0478,DES0213 | DES0214,0,1,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
USE0297,P39111,DS-MALWARE-TRAFFIC-ANALYSIS-NET,not_reported,not_reported,security_state_classification,SCH0476,DES0213 | DES0214,1,0,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
USE0298,P39111,DS-P39111-TRANCO-2024,not_reported,not_reported,security_state_classification,SCH0475,DES0213 | DES0214,0,1,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
USE0299,P39132,DS-P39132-PROTOCOL-WF,Tranco | Tranco domain dataset | Wikipedia | Wikipedia page dataset | 9GAG | 9GAG page dataset | IMDB | IMDb page dataset,training | validation | test,semantic_inference,SCH0479 | SCH0480 | SCH0481 | SCH0482,DES0215 | DES0216 | DES0217 | DES0218 | DES0219 | DES0220 | DES0221 | DES0222,4,0,EVD0618 | EVD0705 | EVD0757 | EVD0785 | EVD2473 | EVD2474 | EVD2475 | EVD2476 | EVD2477 | EVD2478 | EVD2479 | EVD2480 | EVD2481 | EVD2482 | EVD2483 | EVD2484 | EVD2485 | EVD2486 | EVD2487 | EVD2488 | EVD2489 | EVD2490 | EVD2491 | EVD2492 | EVD2493 | EVD2494 | EVD2495 | EVD2496 | EVD2497 | EVD2498 | EVD2499 | EVD2500 | EVD2501 | EVD2502 | EVD2503 | EVD2504 | EVD2505 | EVD2506 | EVD2507 | EVD2508 | EVD2509 | EVD2510 | EVD2511 | EVD2512 | EVD2513 | EVD2514 | EVD2515 | EVD2516 | EVD2517 | EVD2518 | EVD2519 | EVD2520
USE0300,P39497,DS-P39497-GGFAST-TRACE-C,C,training | test,semantic_inference,SCH0483,DES0223,1,0,EVD0575 | EVD2521 | EVD2522 | EVD2523 | EVD2524 | EVD2525 | EVD2526
USE0301,P39804,DS-CSTNET-TLS13-2021,CSTN-TLS1.3 | TLS-120,training | validation | test,semantic_inference,SCH0484,DES0224 | DES0225 | DES0226,1,0,EVD0753 | EVD0783 | EVD2527 | EVD2528 | EVD2529 | EVD2530 | EVD2531 | EVD2532 | EVD2533 | EVD2534 | EVD2535 | EVD2536 | EVD2537 | EVD2538 | EVD2539 | EVD2540 | EVD2541 | EVD2542 | EVD2543 | EVD2544
USE0302,P41766,DS-CSTNET-TLS13-2021,CSTNET-TLS1.3,training | validation | test,semantic_inference,SCH0485,DES0227,1,0,EVD0642 | EVD2545 | EVD2546 | EVD2547 | EVD2548 | EVD2549 | EVD2550
USE0303,P42690,DS-P42690-INPUT-AGNOSTIC-KWS-2021,KWS | keyword search dataset,training | validation | test,semantic_inference,SCH0486,DES0228,1,0,EVD0764 | EVD2551 | EVD2552 | EVD2553 | EVD2554 | EVD2555 | EVD2556
USE0304,P43001,DS-CIRA-CIC-DOHBRW-2020,CIRA-CIC-DoHBrw-2020 | DoHBrw,training | validation | test,security_state_classification,SCH0487,DES0231,1,0,EVD0608 | EVD2569 | EVD2570 | EVD2571 | EVD2572 | EVD2573 | EVD2574
USE0305,P43001,DS-P43001-ROSETTA-APPLICATION,application tau1 | China wired application dataset | application tau2 | Korea wired application dataset | application tau3 | USA wired application dataset | application tau4 | China WiFi application dataset | application tau5 | China 4G application dataset | application tau6 | China 3G application dataset,training | validation | test,semantic_inference,SCH0488,DES0230,1,0,EVD0478 | EVD0503 | EVD0551 | EVD0579 | EVD0645 | EVD0740 | EVD2563 | EVD2564 | EVD2565 | EVD2566 | EVD2567 | EVD2568
USE0306,P43001,DS-P43001-ROSETTA-WEBSITE,website tau1 | China wired website dataset | website tau2 | Korea wired website dataset | website tau3 | USA wired website dataset | website tau4 | China WiFi website dataset | website tau5 | China 4G website dataset | website tau6 | China 3G website dataset,training | validation | test,semantic_inference,SCH0489,DES0229,1,0,EVD0544 | EVD0621 | EVD0759 | EVD0778 | EVD0782 | EVD0792 | EVD2557 | EVD2558 | EVD2559 | EVD2560 | EVD2561 | EVD2562
USE0307,P44828,DS-P44828-INTRADOMAIN-WPF,D1 | D2 | D4 | D3 | D5,training | validation | background_open_world | test,semantic_inference,SCH0349 | SCH0350 | SCH0490 | SCH0491 | SCH0492,DES0232 | DES0233 | DES0234 | DES0490 | DES0491,5,0,EVD0649 | EVD0669 | EVD0677 | EVD0779 | EVD0798 | EVD2151 | EVD2152 | EVD2575 | EVD2576 | EVD2577 | EVD2578 | EVD2579 | EVD2580 | EVD2581 | EVD2582 | EVD2583 | EVD2584 | EVD2585 | EVD2586 | EVD2587 | EVD2588 | EVD2589 | EVD2590 | EVD2591 | EVD2592
USE0308,P45261,DS-CSTNET-TLS13-2021,CSTNET-TLS 1.3 | CSTNET-TLS1.3,training | validation | test,semantic_inference,SCH0493,DES0235,1,0,EVD0546 | EVD2593 | EVD2594 | EVD2595 | EVD2596 | EVD2597 | EVD2598
USE0309,P48758,DS-WALSH-VIDEO-2024,HTTPS-only dataset | HTTPS-only video-streaming dataset | Tor dataset | Tor video-streaming dataset,training | validation | background_open_world | test,semantic_inference,SCH0451 | SCH0452 | SCH0494 | SCH0495,DES0236 | DES0237 | DES0238 | DES0599 | DES0601 | DES0603,4,0,EVD0510 | EVD0687 | EVD0688 | EVD0733 | EVD2275 | EVD2277 | EVD2279 | EVD2599 | EVD2600 | EVD2601 | EVD2602 | EVD2603 | EVD2604 | EVD2605 | EVD2606 | EVD2607 | EVD2608 | EVD2609 | EVD2610 | EVD2611 | EVD2612 | EVD2613 | EVD2614 | EVD2615 | EVD2616
